Ligand,stage1,stage2,stage3
fda_1894.pdbqt,-5.33,,
fda_1895.pdbqt,-6.42,,
fda_1896.pdbqt,-5.84,,
fda_1897.pdbqt,-5.66 (invalid),,
fda_1898.pdbqt,-5.45 (invalid),,
fda_1899.pdbqt,-5.61 (invalid),,
fda_1900.pdbqt,-6.31 (invalid),,
fda_1901.pdbqt,-5.74,,
fda_1902.pdbqt,-6.44,,
fda_1903.pdbqt,-4.72 (invalid),,
fda_1904.pdbqt,-5.51,,
fda_1905.pdbqt,-6.14,,
fda_1906.pdbqt,-5.68,,
fda_1907.pdbqt,-6.62,,
fda_1908.pdbqt,-5.40,,
fda_1909.pdbqt,-6.02 (invalid),,
fda_1910.pdbqt,-4.63,,
fda_1911.pdbqt,-3.11,,
fda_1912.pdbqt,1.78 (invalid),,
fda_1913.pdbqt,-6.39,,
fda_1914.pdbqt,-5.36,,
fda_1915.pdbqt,-5.63,,
fda_1916.pdbqt,-5.98,,
fda_1917.pdbqt,-5.84,,
fda_1918.pdbqt,-5.89,,
fda_1919.pdbqt,-5.82,,
fda_1920.pdbqt,-5.81 (invalid),,
fda_1921.pdbqt,-5.18,,
fda_1922.pdbqt,-6.45,,
fda_1923.pdbqt,-6.68,,
fda_1924.pdbqt,-5.33,,
fda_1925.pdbqt,-6.62 (invalid),,
fda_1926.pdbqt,-5.32,,
fda_1927.pdbqt,-5.40 (invalid),,
fda_1928.pdbqt,-6.16,,
fda_1929.pdbqt,-5.63,,
fda_1930.pdbqt,-5.26,,
fda_1931.pdbqt,-6.02,,
fda_1932.pdbqt,-5.75,,
fda_1933.pdbqt,-6.49,,
fda_1934.pdbqt,-5.92,,
fda_1935.pdbqt,-6.14 (invalid),,
fda_1936.pdbqt,-6.07,,
fda_1937.pdbqt,-6.45,,
fda_1938.pdbqt,-6.43,,
fda_1939.pdbqt,-4.88 (invalid),,
fda_1940.pdbqt,-5.14,,
fda_1941.pdbqt,-5.72,,
fda_1942.pdbqt,-5.90 (invalid),,
fda_1943.pdbqt,-7.48,-7.47 (invalid),
fda_1944.pdbqt,-5.94,,
fda_1945.pdbqt,-5.28,,
fda_1946.pdbqt,-5.58,,
fda_1947.pdbqt,-5.27,,
fda_1948.pdbqt,-6.25,,
fda_1949.pdbqt,-6.18,,
fda_1950.pdbqt,-6.06,,
fda_1951.pdbqt,-5.82,,
fda_1952.pdbqt,-6.09,,
fda_1953.pdbqt,-6.10,,
fda_1954.pdbqt,-6.67 (invalid),,
fda_1955.pdbqt,-5.89,,
fda_1956.pdbqt,-6.46,,
fda_1957.pdbqt,-7.45 (invalid),,
fda_1958.pdbqt,-6.05,,
fda_1959.pdbqt,-6.31,,
fda_1960.pdbqt,-5.05,,
fda_1961.pdbqt,-6.35 (invalid),,
fda_1962.pdbqt,-5.58 (invalid),,
fda_1963.pdbqt,-5.93,,
fda_1964.pdbqt,-5.86,,
fda_1965.pdbqt,-5.69,,
fda_1966.pdbqt,-6.00,,
fda_1967.pdbqt,-6.15,,
fda_1968.pdbqt,-5.96,,
fda_1969.pdbqt,-6.36,,
fda_1970.pdbqt,-5.42,,
fda_1971.pdbqt,-5.52,,
fda_1972.pdbqt,44.82 (invalid),,
fda_1973.pdbqt,46.98 (invalid),,
fda_1974.pdbqt,27.02 (invalid),,
fda_1975.pdbqt,43.02 (invalid),,
fda_1976.pdbqt,26.39 (invalid),,
fda_1977.pdbqt,24.93,,
fda_1978.pdbqt,36.42 (invalid),,
fda_1979.pdbqt,41.91 (invalid),,
fda_1980.pdbqt,-3.75 (invalid),,
fda_1981.pdbqt,-3.30 (invalid),,
fda_1982.pdbqt,-0.07 (invalid),,
fda_1983.pdbqt,1.43 (invalid),,
fda_1984.pdbqt,-2.28,,
fda_1985.pdbqt,6.03 (invalid),,
fda_1986.pdbqt,-4.64,,
fda_1987.pdbqt,-3.64 (invalid),,
fda_1988.pdbqt,1.60 (invalid),,
fda_1989.pdbqt,-1.73 (invalid),,
fda_1990.pdbqt,-5.50,,
fda_1991.pdbqt,-1.11,,
fda_1992.pdbqt,2.81 (invalid),,
fda_1993.pdbqt,-1.82 (invalid),,
fda_1994.pdbqt,27.59 (invalid),,
fda_1995.pdbqt,41.64 (invalid),,
fda_1996.pdbqt,37.51 (invalid),,
fda_1997.pdbqt,27.43 (invalid),,
fda_1998.pdbqt,20.77 (invalid),,
fda_1999.pdbqt,4.96 (invalid),,
fda_2000.pdbqt,-5.03 (invalid),,
fda_2001.pdbqt,-5.36 (invalid),,
fda_2002.pdbqt,-4.99 (invalid),,
fda_2003.pdbqt,-5.03 (invalid),,
fda_2004.pdbqt,34.88 (invalid),,
fda_2005.pdbqt,31.26 (invalid),,
fda_2006.pdbqt,42.36 (invalid),,
fda_2007.pdbqt,42.06 (invalid),,
fda_2008.pdbqt,-0.38 (invalid),,
fda_2009.pdbqt,-5.70 (invalid),,
fda_2010.pdbqt,-5.80 (invalid),,
fda_2011.pdbqt,-5.53 (invalid),,
fda_2012.pdbqt,22.24 (invalid),,
fda_2013.pdbqt,33.73 (invalid),,
fda_2014.pdbqt,20.17 (invalid),,
fda_2015.pdbqt,24.87 (invalid),,
fda_2016.pdbqt,30.66 (invalid),,
fda_2017.pdbqt,33.07 (invalid),,
fda_2018.pdbqt,32.84 (invalid),,
fda_2019.pdbqt,38.27 (invalid),,
fda_2020.pdbqt,28.28 (invalid),,
fda_2021.pdbqt,22.13 (invalid),,
fda_2022.pdbqt,19.53,,
fda_2023.pdbqt,10.67,,
fda_2024.pdbqt,20.30 (invalid),,
fda_2025.pdbqt,-4.61,,
fda_2026.pdbqt,-4.72,,
fda_2027.pdbqt,-2.87 (invalid),,
fda_2028.pdbqt,-3.15,,
fda_2029.pdbqt,-0.59 (invalid),,
fda_2030.pdbqt,-4.15,,
fda_2031.pdbqt,4.74 (invalid),,
fda_2032.pdbqt,7.95 (invalid),,
fda_2033.pdbqt,4.30 (invalid),,
fda_2034.pdbqt,7.05 (invalid),,
fda_2035.pdbqt,-2.86 (invalid),,
fda_2036.pdbqt,-2.87 (invalid),,
fda_2037.pdbqt,-3.48 (invalid),,
fda_2038.pdbqt,-3.03 (invalid),,
fda_2039.pdbqt,-4.73 (invalid),,
fda_2040.pdbqt,-5.60 (invalid),,
fda_2041.pdbqt,-3.00 (invalid),,
fda_2042.pdbqt,-4.50 (invalid),,
fda_2043.pdbqt,-4.36 (invalid),,
fda_2044.pdbqt,-4.57 (invalid),,
fda_2045.pdbqt,-4.84 (invalid),,
fda_2046.pdbqt,-6.17 (invalid),,
fda_2047.pdbqt,-6.01 (invalid),,
fda_2048.pdbqt,-2.98 (invalid),,
fda_2049.pdbqt,15.51 (invalid),,
fda_2050.pdbqt,30.62 (invalid),,
fda_2051.pdbqt,25.73 (invalid),,
fda_2052.pdbqt,30.38 (invalid),,
fda_2053.pdbqt,22.63 (invalid),,
fda_2054.pdbqt,-5.38 (invalid),,
fda_2055.pdbqt,-5.39 (invalid),,
fda_2056.pdbqt,-4.30 (invalid),,
fda_2057.pdbqt,-5.76 (invalid),,
fda_2058.pdbqt,-5.50 (invalid),,
fda_2059.pdbqt,-3.85 (invalid),,
fda_2060.pdbqt,-4.92 (invalid),,
fda_2061.pdbqt,-4.71 (invalid),,
fda_2062.pdbqt,-4.06 (invalid),,
fda_2063.pdbqt,-3.83 (invalid),,
fda_2064.pdbqt,-6.00 (invalid),,
fda_2065.pdbqt,-5.99 (invalid),,
fda_2066.pdbqt,6.17 (invalid),,
fda_2067.pdbqt,10.02 (invalid),,
fda_2068.pdbqt,5.51 (invalid),,
fda_2069.pdbqt,4.79 (invalid),,
fda_2070.pdbqt,0.70,,
fda_2071.pdbqt,14.15,,
fda_2072.pdbqt,0.90 (invalid),,
fda_2073.pdbqt,1.09,,
fda_2074.pdbqt,-4.90,,
fda_2075.pdbqt,-3.69,,
fda_2076.pdbqt,-4.34,,
fda_2077.pdbqt,-4.82,,
fda_2078.pdbqt,83.19 (invalid),,
fda_2079.pdbqt,88.91 (invalid),,
fda_2080.pdbqt,20.62 (invalid),,
fda_2081.pdbqt,18.98 (invalid),,
fda_2082.pdbqt,20.88 (invalid),,
fda_2083.pdbqt,17.39 (invalid),,
fda_2084.pdbqt,0.62 (invalid),,
fda_2085.pdbqt,3.00 (invalid),,
fda_2086.pdbqt,-2.81 (invalid),,
fda_2087.pdbqt,2.21 (invalid),,
fda_2088.pdbqt,-5.34 (invalid),,
fda_2089.pdbqt,-5.76,,
fda_2090.pdbqt,-5.87,,
fda_2091.pdbqt,30.17 (invalid),,
fda_2092.pdbqt,28.64 (invalid),,
fda_2093.pdbqt,35.86 (invalid),,
fda_2094.pdbqt,31.75 (invalid),,
fda_2095.pdbqt,3.33 (invalid),,
fda_2096.pdbqt,2.93 (invalid),,
fda_2097.pdbqt,3.51 (invalid),,
fda_2098.pdbqt,2.69,,
fda_2099.pdbqt,-6.46 (invalid),,
fda_2100.pdbqt,-6.07 (invalid),,
fda_2101.pdbqt,-6.45 (invalid),,
fda_2102.pdbqt,-4.60 (invalid),,
fda_2103.pdbqt,-0.84,,
fda_2104.pdbqt,0.50 (invalid),,
fda_2105.pdbqt,5.89 (invalid),,
fda_2106.pdbqt,-5.31,,
fda_2107.pdbqt,-5.23,,
fda_2108.pdbqt,-2.16 (invalid),,
fda_2109.pdbqt,-4.46 (invalid),,
fda_2110.pdbqt,-5.49 (invalid),,
fda_2111.pdbqt,-5.89 (invalid),,
fda_2112.pdbqt,-5.26 (invalid),,
fda_2113.pdbqt,-5.30,,
fda_2114.pdbqt,28.06 (invalid),,
fda_2115.pdbqt,56.76 (invalid),,
fda_2116.pdbqt,54.90 (invalid),,
fda_2117.pdbqt,53.84 (invalid),,
fda_2118.pdbqt,31.52 (invalid),,
fda_2119.pdbqt,39.68 (invalid),,
fda_2120.pdbqt,34.03 (invalid),,
fda_2121.pdbqt,12.60 (invalid),,
fda_2122.pdbqt,-6.59,,
fda_2123.pdbqt,-6.90 (invalid),,
fda_2124.pdbqt,-6.98 (invalid),,
fda_2125.pdbqt,-4.27,,
fda_2126.pdbqt,-4.15,,
fda_2127.pdbqt,-4.23,,
fda_2128.pdbqt,-5.26,,
fda_2129.pdbqt,-6.13,,
fda_2130.pdbqt,-6.10,,
fda_2131.pdbqt,-5.97 (invalid),,
fda_2132.pdbqt,-4.72,,
fda_2133.pdbqt,-5.45 (invalid),,
fda_2134.pdbqt,-5.61,,
fda_2135.pdbqt,-6.64,,
fda_2136.pdbqt,-5.92,,
fda_2137.pdbqt,-5.57,,
fda_2138.pdbqt,-5.91,,
fda_2139.pdbqt,-5.70,,
fda_2140.pdbqt,-6.11,,
fda_2141.pdbqt,-5.58,,
fda_2142.pdbqt,-4.70,,
fda_2143.pdbqt,-4.81 (invalid),,
fda_2144.pdbqt,-4.29 (invalid),,
fda_2145.pdbqt,-5.54,,
fda_2146.pdbqt,-4.56 (invalid),,
fda_2147.pdbqt,-6.04 (invalid),,
fda_2148.pdbqt,-6.57,,
fda_2149.pdbqt,-4.34 (invalid),,
fda_2150.pdbqt,-4.29 (invalid),,
fda_2151.pdbqt,-6.75,,
fda_2152.pdbqt,-6.54 (invalid),,
fda_2153.pdbqt,-6.27,,
fda_2154.pdbqt,-5.62,,
fda_2155.pdbqt,-5.50 (invalid),,
fda_2156.pdbqt,-5.56,,
fda_2157.pdbqt,-6.22 (invalid),,
fda_2158.pdbqt,-6.71,,
fda_2159.pdbqt,-5.92,,
fda_2160.pdbqt,-5.69,,
fda_2161.pdbqt,-5.82 (invalid),,
fda_2162.pdbqt,-7.97,-7.99,
fda_2163.pdbqt,-3.29,,
fda_2164.pdbqt,-6.08 (invalid),,
fda_2165.pdbqt,-5.98 (invalid),,
fda_2166.pdbqt,-6.34 (invalid),,
fda_2167.pdbqt,-4.17 (invalid),,
fda_2168.pdbqt,-5.21 (invalid),,
fda_2169.pdbqt,-5.47 (invalid),,
fda_2170.pdbqt,-4.36,,
fda_2171.pdbqt,-5.72,,
fda_2172.pdbqt,-5.76,,
fda_2173.pdbqt,-6.22,,
fda_2174.pdbqt,-6.78,,
fda_2175.pdbqt,-6.72,,
fda_2176.pdbqt,-6.20,,
fda_2177.pdbqt,-5.21,,
fda_2178.pdbqt,-8.22,-8.19,
fda_2179.pdbqt,-6.32,,
fda_2180.pdbqt,-7.20,-7.21 (invalid),
fda_2181.pdbqt,-4.46,,
fda_2182.pdbqt,-6.08,,
fda_2183.pdbqt,-4.07 (invalid),,
fda_2184.pdbqt,-6.35,,
fda_2185.pdbqt,-6.84,,
fda_2186.pdbqt,-4.49,,
fda_2187.pdbqt,-6.38,,
fda_2188.pdbqt,-4.22,,
fda_2189.pdbqt,-4.56 (invalid),,
fda_2190.pdbqt,-3.64,,
fda_2191.pdbqt,-5.91 (invalid),,
fda_2192.pdbqt,-5.51 (invalid),,
fda_2193.pdbqt,-5.56,,
fda_2194.pdbqt,-5.71,,
fda_2195.pdbqt,-6.06 (invalid),,
fda_2196.pdbqt,-6.00,,
fda_2197.pdbqt,-6.30,,
fda_2198.pdbqt,-6.60,,
fda_2199.pdbqt,-5.98,,
fda_2200.pdbqt,-7.50,-7.51 (invalid),
fda_2201.pdbqt,-7.37,-6.74 (invalid),
fda_2202.pdbqt,-6.02,,
fda_2203.pdbqt,-6.41,,
fda_2204.pdbqt,-5.98,,
fda_2205.pdbqt,-6.63 (invalid),,
fda_2206.pdbqt,-4.12,,
fda_2207.pdbqt,-5.04,,
fda_2208.pdbqt,19.41,,
fda_2209.pdbqt,-5.95,,
fda_2210.pdbqt,-4.28,,
fda_2211.pdbqt,-5.55,,
fda_2212.pdbqt,-6.86,,
fda_2213.pdbqt,-6.16,,
fda_2214.pdbqt,-6.57,,
fda_2215.pdbqt,-5.84,,
fda_2216.pdbqt,-6.59 (invalid),,
fda_2217.pdbqt,-6.53 (invalid),,
fda_2218.pdbqt,-6.41,,
fda_2219.pdbqt,-6.77,,
fda_2220.pdbqt,-6.11,,
fda_2221.pdbqt,-5.49 (invalid),,
fda_2222.pdbqt,-5.88 (invalid),,
fda_2223.pdbqt,-5.36,,
fda_2224.pdbqt,-4.58,,
fda_2225.pdbqt,-5.50 (invalid),,
fda_2226.pdbqt,-4.96 (invalid),,
fda_2227.pdbqt,-5.60 (invalid),,
fda_2228.pdbqt,-5.86 (invalid),,
fda_2229.pdbqt,-4.51 (invalid),,
fda_2230.pdbqt,-3.36,,
fda_2231.pdbqt,-7.35,-7.35 (invalid),
fda_2232.pdbqt,-6.86,,
fda_2233.pdbqt,-6.64,,
fda_2234.pdbqt,-7.57 (invalid),,
fda_2235.pdbqt,-5.94 (invalid),,
fda_2236.pdbqt,-5.25 (invalid),,
fda_2237.pdbqt,-5.36 (invalid),,
fda_2238.pdbqt,-4.62 (invalid),,
fda_2239.pdbqt,-4.42 (invalid),,
fda_2240.pdbqt,-6.65,,
fda_2241.pdbqt,-6.65,,
fda_2242.pdbqt,-6.95 (invalid),,
fda_2243.pdbqt,-3.02 (invalid),,
fda_2244.pdbqt,-2.38,,
fda_2245.pdbqt,-2.01,,
fda_2246.pdbqt,-4.42 (invalid),,
fda_2247.pdbqt,-6.63,,
fda_2248.pdbqt,-5.80 (invalid),,
fda_2249.pdbqt,-6.09,,
fda_2250.pdbqt,7.60 (invalid),,
fda_2251.pdbqt,22.79 (invalid),,
fda_2252.pdbqt,11.68 (invalid),,
fda_2253.pdbqt,-6.96 (invalid),,
fda_2254.pdbqt,-6.14 (invalid),,
fda_2255.pdbqt,-5.80 (invalid),,
fda_2256.pdbqt,-5.89 (invalid),,
fda_2257.pdbqt,-5.47,,
fda_2258.pdbqt,-4.68,,
fda_2259.pdbqt,-4.88,,
fda_2260.pdbqt,-5.89 (invalid),,
fda_2261.pdbqt,-5.96,,
fda_2262.pdbqt,-5.91 (invalid),,
fda_2263.pdbqt,-5.83 (invalid),,
fda_2264.pdbqt,-5.47,,
fda_2265.pdbqt,-5.97,,
fda_2266.pdbqt,-4.38 (invalid),,
fda_2267.pdbqt,-5.47,,
fda_2268.pdbqt,-5.71,,
fda_2269.pdbqt,-5.85,,
fda_2270.pdbqt,-5.38 (invalid),,
fda_2271.pdbqt,-5.66 (invalid),,
fda_2272.pdbqt,-4.84 (invalid),,
fda_2273.pdbqt,-5.11,,
fda_2274.pdbqt,-5.70,,
fda_2275.pdbqt,-4.74,,
fda_2276.pdbqt,-5.87,,
fda_2277.pdbqt,-5.79,,
fda_2278.pdbqt,-5.48,,
fda_2279.pdbqt,-6.28,,
fda_2280.pdbqt,-5.35 (invalid),,
fda_2281.pdbqt,11.89 (invalid),,
fda_2282.pdbqt,4.28 (invalid),,
fda_2283.pdbqt,-4.15,,
fda_2284.pdbqt,-3.71,,
fda_2285.pdbqt,-6.44,,
fda_2286.pdbqt,-5.48 (invalid),,
fda_2287.pdbqt,-5.91 (invalid),,
fda_2288.pdbqt,-3.81 (invalid),,
fda_2289.pdbqt,-1.82,,
fda_2290.pdbqt,-4.51,,
fda_2291.pdbqt,1.18,,
fda_2292.pdbqt,-5.21 (invalid),,
fda_2293.pdbqt,-4.69 (invalid),,
fda_2294.pdbqt,-5.75 (invalid),,
fda_2295.pdbqt,-4.39 (invalid),,
fda_2296.pdbqt,-4.95,,
fda_2297.pdbqt,-5.20 (invalid),,
fda_2298.pdbqt,-5.74 (invalid),,
fda_2299.pdbqt,-5.05 (invalid),,
fda_2300.pdbqt,-5.69,,
fda_2301.pdbqt,-5.61 (invalid),,
fda_2302.pdbqt,-5.63 (invalid),,
fda_2303.pdbqt,-6.06,,
fda_2304.pdbqt,-3.52 (invalid),,
fda_2305.pdbqt,-6.22,,
fda_2306.pdbqt,-4.39,,
fda_2307.pdbqt,-3.63,,
fda_2308.pdbqt,-5.90 (invalid),,
fda_2309.pdbqt,6.09 (invalid),,
fda_2310.pdbqt,-5.97 (invalid),,
fda_2311.pdbqt,-7.91,-7.94,
fda_2312.pdbqt,-7.76,-7.76,
fda_2313.pdbqt,-6.97,,
fda_2314.pdbqt,-5.17,,
fda_2315.pdbqt,-6.73 (invalid),,
fda_2316.pdbqt,-1.84,,
fda_2317.pdbqt,-1.51 (invalid),,
fda_2318.pdbqt,-5.04 (invalid),,
fda_2319.pdbqt,-5.16 (invalid),,
fda_2320.pdbqt,-5.83,,
fda_2321.pdbqt,-0.68 (invalid),,
fda_2322.pdbqt,-6.25,,
fda_2323.pdbqt,-5.96,,
fda_2324.pdbqt,-6.76,,
fda_2325.pdbqt,5.67 (invalid),,
fda_2326.pdbqt,-5.61,,
fda_2327.pdbqt,-6.00,,
fda_2328.pdbqt,-5.12,,
fda_2329.pdbqt,-2.96,,
fda_2330.pdbqt,-6.55 (invalid),,
fda_2331.pdbqt,-6.18 (invalid),,
fda_2332.pdbqt,-6.66,,
fda_2333.pdbqt,-4.07 (invalid),,
fda_2334.pdbqt,-5.65 (invalid),,
fda_2335.pdbqt,-6.12,,
fda_2336.pdbqt,-5.37 (invalid),,
fda_2337.pdbqt,-6.00 (invalid),,
fda_2338.pdbqt,-5.90 (invalid),,
fda_2339.pdbqt,-5.27 (invalid),,
fda_2340.pdbqt,-5.84,,
fda_2341.pdbqt,-6.20,,
fda_2342.pdbqt,-6.26,,
fda_2343.pdbqt,-5.75,,
fda_2344.pdbqt,-7.81,-7.83,
fda_2345.pdbqt,-6.36,,
fda_2346.pdbqt,-5.45,,
fda_2347.pdbqt,-2.28,,
fda_2348.pdbqt,-3.66,,
fda_2349.pdbqt,1.37 (invalid),,
fda_2350.pdbqt,-0.83 (invalid),,
fda_2351.pdbqt,-2.20,,
fda_2352.pdbqt,4.02 (invalid),,
fda_2353.pdbqt,-2.62 (invalid),,
fda_2354.pdbqt,-7.36,-7.38,
fda_2355.pdbqt,-6.35,,
fda_2356.pdbqt,-5.64,,
fda_2357.pdbqt,12.91,,
fda_2358.pdbqt,23.62 (invalid),,
fda_2359.pdbqt,-6.17,,
fda_2360.pdbqt,-5.28,,
fda_2361.pdbqt,-6.36,,
fda_2362.pdbqt,-6.47,,
fda_2363.pdbqt,-4.70,,
fda_2364.pdbqt,-5.28,,
fda_2365.pdbqt,25.31 (invalid),,
fda_2366.pdbqt,21.09 (invalid),,
fda_2367.pdbqt,-6.14,,
fda_2368.pdbqt,-2.79,,
fda_2369.pdbqt,-2.04,,
fda_2370.pdbqt,-2.50,,
fda_2371.pdbqt,-3.87,,
fda_2372.pdbqt,31678451.56 (invalid),,
fda_2373.pdbqt,-6.43,,
fda_2374.pdbqt,-4.98,,
fda_2375.pdbqt,-5.69 (invalid),,
fda_2376.pdbqt,-5.51 (invalid),,
fda_2377.pdbqt,-6.57 (invalid),,
fda_2378.pdbqt,-6.24,,
fda_2379.pdbqt,-6.77,,
fda_2380.pdbqt,-6.05 (invalid),,
fda_2381.pdbqt,-6.33 (invalid),,
fda_2382.pdbqt,-5.76,,
fda_2383.pdbqt,-5.75 (invalid),,
fda_2384.pdbqt,-4.80 (invalid),,
fda_2385.pdbqt,-4.66,,
fda_2386.pdbqt,-6.28,,
fda_2387.pdbqt,-6.70,,
fda_2388.pdbqt,-6.56,,
fda_2389.pdbqt,-4.48 (invalid),,
fda_2390.pdbqt,-6.45,,
fda_2391.pdbqt,-6.01,,
fda_2392.pdbqt,-4.74 (invalid),,
fda_2393.pdbqt,-5.00,,
fda_2394.pdbqt,-6.55,,
fda_2395.pdbqt,-6.19,,
fda_2396.pdbqt,-5.56 (invalid),,
fda_2397.pdbqt,-5.59 (invalid),,
fda_2398.pdbqt,-6.40,,
fda_2399.pdbqt,-5.83,,
fda_2400.pdbqt,-5.66 (invalid),,
fda_2401.pdbqt,-7.68,-7.69,
fda_2402.pdbqt,-5.60,,
fda_2403.pdbqt,-5.77,,
fda_2404.pdbqt,-5.22,,
fda_2405.pdbqt,-0.31 (invalid),,
fda_2406.pdbqt,-5.78,,
fda_2407.pdbqt,-4.43,,
fda_2408.pdbqt,-5.92,,
fda_2409.pdbqt,-5.20,,
fda_2410.pdbqt,-5.24 (invalid),,
fda_2411.pdbqt,-5.87,,
fda_2412.pdbqt,-5.98,,
fda_2413.pdbqt,-4.33 (invalid),,
fda_2414.pdbqt,-5.32 (invalid),,
fda_2415.pdbqt,-6.50 (invalid),,
fda_2416.pdbqt,-6.66 (invalid),,
fda_2417.pdbqt,-6.50 (invalid),,
fda_2418.pdbqt,-6.69 (invalid),,
fda_2419.pdbqt,-5.68,,
fda_2420.pdbqt,-6.43,,
fda_2421.pdbqt,-5.27 (invalid),,
fda_2422.pdbqt,-1.82 (invalid),,
fda_2423.pdbqt,-2.15,,
fda_2424.pdbqt,-6.39,,
fda_2425.pdbqt,-7.15,-5.93,
fda_2426.pdbqt,-7.21,-7.20,
fda_2427.pdbqt,-6.55,,
fda_2428.pdbqt,-6.20,,
fda_2429.pdbqt,-6.65 (invalid),,
fda_2430.pdbqt,-4.63 (invalid),,
fda_2431.pdbqt,-2.44,,
fda_2432.pdbqt,-4.00,,
fda_2433.pdbqt,-4.42,,
fda_2434.pdbqt,-7.09,,
fda_2435.pdbqt,-6.39,,
fda_2436.pdbqt,-2.44 (invalid),,
fda_2437.pdbqt,-5.74,,
fda_2438.pdbqt,-3.77 (invalid),,
fda_2439.pdbqt,-5.40,,
fda_2440.pdbqt,-3.86,,
fda_2441.pdbqt,-1.36 (invalid),,
fda_2442.pdbqt,5.34 (invalid),,
fda_2443.pdbqt,-6.18,,
fda_2444.pdbqt,-3.82 (invalid),,
fda_2445.pdbqt,-5.72 (invalid),,
fda_2446.pdbqt,-6.08 (invalid),,
fda_2447.pdbqt,-4.52 (invalid),,
fda_2448.pdbqt,-4.77 (invalid),,
fda_2449.pdbqt,-4.62 (invalid),,
fda_2450.pdbqt,-5.14,,
fda_2451.pdbqt,-4.95,,
fda_2452.pdbqt,0.46,,
fda_2453.pdbqt,1.71 (invalid),,
fda_2454.pdbqt,-3.32,,
fda_2455.pdbqt,-4.95,,
fda_2456.pdbqt,-5.57 (invalid),,
fda_2457.pdbqt,-4.32 (invalid),,
fda_2458.pdbqt,-5.95,,
fda_2459.pdbqt,-7.22,-6.08 (invalid),
fda_2460.pdbqt,-5.64,,
fda_2461.pdbqt,-4.83,,
fda_2462.pdbqt,-2.46,,
fda_2463.pdbqt,-5.05 (invalid),,
fda_2464.pdbqt,-4.27,,
fda_2465.pdbqt,-5.59,,
fda_2466.pdbqt,-5.10,,
fda_2467.pdbqt,-6.10,,
fda_2468.pdbqt,-4.02,,
fda_2469.pdbqt,-6.31,,
fda_2470.pdbqt,-7.06,,
fda_2471.pdbqt,-7.40 (invalid),,
fda_2472.pdbqt,-5.34,,
fda_2473.pdbqt,-7.45,-7.41,
fda_2474.pdbqt,-7.29,-7.38,
fda_2475.pdbqt,-7.48 (invalid),,
fda_2476.pdbqt,-5.52 (invalid),,
fda_2477.pdbqt,-5.90,,
fda_2478.pdbqt,-5.96,,
fda_2479.pdbqt,-6.37,,
fda_2480.pdbqt,-5.02 (invalid),,
fda_2481.pdbqt,-5.39 (invalid),,
fda_2482.pdbqt,-5.65,,
fda_2483.pdbqt,-6.95 (invalid),,
fda_2484.pdbqt,-5.06,,
fda_2485.pdbqt,-5.11,,
fda_2486.pdbqt,-6.49 (invalid),,
fda_2487.pdbqt,-6.38,,
fda_2488.pdbqt,-6.35 (invalid),,
fda_2489.pdbqt,-5.46,,
fda_2490.pdbqt,-6.98,,
fda_2491.pdbqt,-5.95 (invalid),,
fda_2492.pdbqt,-5.53 (invalid),,
fda_2493.pdbqt,-4.93,,
fda_2494.pdbqt,-5.86,,
fda_2495.pdbqt,-6.16 (invalid),,
fda_2496.pdbqt,-5.61,,
fda_2497.pdbqt,-1.71,,
fda_2498.pdbqt,5.29 (invalid),,
fda_2499.pdbqt,12.85,,
fda_2500.pdbqt,-5.54 (invalid),,
fda_2501.pdbqt,-7.23 (invalid),,
fda_2502.pdbqt,-5.72,,
fda_2503.pdbqt,-5.61,,
fda_2504.pdbqt,-4.57,,
fda_2505.pdbqt,-6.08 (invalid),,
fda_2506.pdbqt,-5.24 (invalid),,
fda_2507.pdbqt,-5.60 (invalid),,
fda_2508.pdbqt,-5.58 (invalid),,
fda_2509.pdbqt,-5.42 (invalid),,
fda_2510.pdbqt,-5.22 (invalid),,
fda_2511.pdbqt,-5.05,,
fda_2512.pdbqt,-5.86 (invalid),,
fda_2513.pdbqt,2.51 (invalid),,
fda_2514.pdbqt,-6.08,,
fda_2515.pdbqt,-5.84,,
fda_2516.pdbqt,-2.66,,
fda_2517.pdbqt,-5.69,,
fda_2518.pdbqt,-5.45,,
fda_2519.pdbqt,-2.46 (invalid),,
fda_2520.pdbqt,-1.09 (invalid),,
fda_2521.pdbqt,-3.03 (invalid),,
fda_2522.pdbqt,4.49,,
fda_2523.pdbqt,4.00 (invalid),,
fda_2524.pdbqt,1.54,,
fda_2525.pdbqt,1.58,,
fda_2526.pdbqt,-6.27,,
fda_2527.pdbqt,-7.81,-7.78 (invalid),
fda_2528.pdbqt,-6.75 (invalid),,
fda_2529.pdbqt,-3.08 (invalid),,
fda_2530.pdbqt,-6.44 (invalid),,
fda_2531.pdbqt,-3.57,,
fda_2532.pdbqt,-6.14,,
fda_2533.pdbqt,-6.66 (invalid),,
fda_2534.pdbqt,-6.51 (invalid),,
fda_2535.pdbqt,-6.04 (invalid),,
fda_2536.pdbqt,-6.42 (invalid),,
fda_2537.pdbqt,-6.00 (invalid),,
fda_2538.pdbqt,-6.19,,
fda_2539.pdbqt,-6.51 (invalid),,
fda_2540.pdbqt,-6.76 (invalid),,
fda_2541.pdbqt,-6.59 (invalid),,
fda_2542.pdbqt,-1.45,,
fda_2543.pdbqt,-0.41 (invalid),,
fda_2544.pdbqt,-5.77,,
fda_2545.pdbqt,-4.52,,
