severity,file_num,rdk_id,display_name,reason_codes,pubchem_record_title,rxnorm_generic_name,drugcentral_generic_name,sdf_title,inchikey,path
review,,rdk_0000000,cisapride,raw_quality_empty,,metoclopramide,,fda_3181,DCSUBABJRXZOMT-IRLDBZIGSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000000.pdbqt
review,1,rdk_0000001,vinpocetine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"ethyl (15S,19S)-15-ethyl-1-aza-11-azoniapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18),16-pentaene-17-carboxylate",carbimazole,,fda_3182,DDNCQMVWWZOMLN-IRLDBZIGSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000001.pdbqt
review,2,rdk_0000002,dextromethorphan,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"(1S,9S,10S)-4-methoxy-17-methyl-17-azoniatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene",,,fda_3183,MKXZASYAUGDDCJ-NJAFHUGGSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000002.pdbqt
review,4,rdk_0000004,acrivastine,raw_quality_iupac_like,(E)-3-[6-[(E)-1-(4-methylphenyl)-3-pyrrolidin-1-ium-1-ylprop-1-enyl]-2-pyridinyl]prop-2-enoate,acrivastine,,fda_3185,PWACSDKDOHSSQD-IUTFFREVSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000004.pdbqt
review,5,rdk_0000005,metoprolol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(2R)-2-hydroxy-3-[4-(2-methoxyethyl)phenoxy]propyl]-propan-2-ylazanium,metoprolol,,fda_3186,IUBSYMUCCVWXPE-CQSZACIVSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000005.pdbqt
review,6,rdk_0000006,imbun,brand_display_with_clean_pubchem_title,ibuprofen l-lysine,,,fda_3187,IHHXIUAEPKVVII-ZSCHJXSPSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000006.pdbqt
review,7,rdk_0000007,mycophenolate mofetil,raw_quality_empty,,,,fda_3188,RTGDFNSFWBGLEC-SYZQJQIISA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000007.pdbqt
review,8,rdk_0000008,utapine,brand_display_with_clean_pubchem_title,Quetiapine fumarate,,,fda_3189,ZTHJULTYCAQOIJ-WXXKFALUSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000008.pdbqt
review,9,rdk_0000009,femara,brand_display_with_clean_pubchem_title,letrozole,letrozole,,fda_3190,HPJKCIUCZWXJDR-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000009.pdbqt
review,13,rdk_0000013,oprymea,brand_display_with_clean_pubchem_title,pramipexole hydrate dihydrochloride,,,fda_3194,APVQOOKHDZVJEX-QTPLPEIMSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000013.pdbqt
review,14,rdk_0000014,labopol,brand_display_with_clean_pubchem_title,benazepril monohydrochloride,Carbopol 981,,fda_3195,VPSRQEHTHIMDQM-FKLPMGAJSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000014.pdbqt
review,15,rdk_0000015,serad,brand_display_with_clean_pubchem_title,Sertraline hydrochloride,,,fda_3196,BLFQGGGGFNSJKA-XHXSRVRCSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000015.pdbqt
review,16,rdk_0000016,mibefradil,raw_quality_empty,,fenbendazole,,fda_3197,HBNPJJILLOYFJU-VMPREFPWSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000016.pdbqt
review,17,rdk_0000017,nedocromil,raw_quality_iupac_like,nedocromil(2-),nedocromil,,fda_3198,RQTOOFIXOKYGAN-UHFFFAOYSA-L,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000017.pdbqt
review,18,rdk_0000018,candesartan,raw_quality_iupac_like,candesartan(2-),candesartan,,fda_3199,BSLSLQSFLOCXQQ-UHFFFAOYSA-L,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000018.pdbqt
review,19,rdk_0000019,fentanyl,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,N-phenyl-N-[1-(2-phenylethyl)piperidin-1-ium-4-yl]propanamide,fentanyl,,fda_3200,PJMPHNIQZUBGLI-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000019.pdbqt
review,21,rdk_0000021,procyclidine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,(1S)-1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ium-1-ylpropan-1-ol,procyclidine,,fda_3202,WYDUSKDSKCASEF-LJQANCHMSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000021.pdbqt
review,22,rdk_0000022,trihexyphenidyl,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,(1S)-1-cyclohexyl-1-phenyl-3-piperidin-1-ium-1-ylpropan-1-ol,procyclidine,,fda_3203,HWHLPVGTWGOCJO-HXUWFJFHSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000022.pdbqt
review,23,rdk_0000023,salmeterol,raw_quality_empty,,ethyl ferulate,,fda_3204,GIIZNNXWQWCKIB-RUZDIDTESA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000023.pdbqt
review,24,rdk_0000024,halofantrine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"dibutyl-[(3R)-3-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]-3-hydroxypropyl]azanium","2-propenoic acid, 3-hydroxypropyl ester",,fda_3205,FOHHNHSLJDZUGQ-RUZDIDTESA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000024.pdbqt
review,25,rdk_0000025,nisoldipine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"5-O-[(3R)-1-benzylpiperidin-3-yl] 3-O-methyl (4S)-2,6-dimethyl-4-(3-nitrophenyl)-3,4-dihydropyridine-3,5-dicarboxylate",nisoldipine,,fda_3206,VATGWEZOSFWWCV-MZKUHISZSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000025.pdbqt
review,26,rdk_0000026,fluoxetine,raw_quality_iupac_like,(S)-fluoxetine(1+),fluoxetine,,fda_3207,RTHCYVBBDHJXIQ-INIZCTEOSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000026.pdbqt
review,27,rdk_0000027,epilex,brand_display_with_clean_pubchem_title,DIVALPROEX SODIUM,,,fda_3208,MSRILKIQRXUYCT-UHFFFAOYSA-M,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000027.pdbqt
review,28,rdk_0000028,carvedilol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(2R)-3-(9H-carbazol-4-yloxy)-2-hydroxypropyl]-[2-(2-methoxyphenoxy)ethyl]azanium,carvedilol,,fda_3209,OGHNVEJMJSYVRP-QGZVFWFLSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000028.pdbqt
review,29,rdk_0000029,valtrex,raw_quality_iupac_like,Valacyclovir hydrochloride,valacyclovir,,fda_3210,ZCDDBUOENGJMLV-QRPNPIFTSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000029.pdbqt
review,30,rdk_0000030,atenolol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(2R)-3-[4-(2-amino-2-oxoethyl)phenoxy]-2-hydroxypropyl]-propan-2-ylazanium,,,fda_3211,METKIMKYRPQLGS-GFCCVEGCSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000030.pdbqt
review,31,rdk_0000031,Lomidin,raw_quality_iupac_like,PENTAMIDINE ISETHIONATE,pentamidine,,fda_3212,YBVNFKZSMZGRAD-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000031.pdbqt
review,32,rdk_0000032,ciprofibrate,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"2-[4-[(1S)-2,2-dichlorocyclopropyl]phenoxy]-2-methylpropanoate",fenofibrate,,fda_3213,KPSRODZRAIWAKH-JTQLQIEISA-M,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000032.pdbqt
review,33,rdk_0000033,cevimeline,raw_quality_empty,,cevimeline,,fda_3214,WUTYZMFRCNBCHQ-SCZZXKLOSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000033.pdbqt
review,34,rdk_0000034,r pantoprazole,brand_display_with_clean_pubchem_title,(R)-(+)-Pantoprazole,pantoprazole,,fda_3215,IQPSEEYGBUAQFF-AREMUKBSSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000034.pdbqt
review,35,rdk_0000035,escitalopram,raw_quality_iupac_like,(R)-citalopram(1+),citalopram,,fda_3216,WSEQXVZVJXJVFP-HXUWFJFHSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000035.pdbqt
review,36,rdk_0000036,iretin,brand_display_with_clean_pubchem_title,CYTARABINE HYDROCHLORIDE,tretinoin,,fda_3217,KCURWTAZOZXKSJ-JBMRGDGGSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000036.pdbqt
review,37,rdk_0000037,mecamylamine,raw_quality_empty,,levomenthol,,fda_3218,IMYZQPCYWPFTAG-NGZCFLSTSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000037.pdbqt
review,38,rdk_0000038,litak,brand_display_with_clean_pubchem_title,Cladribine,cladribine,,fda_3219,PTOAARAWEBMLNO-KVQBGUIXSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000038.pdbqt
review,39,rdk_0000039,adamantan 1 aminium,raw_quality_iupac_like,adamantan-1-aminium,,,fda_3220,DKNWSYNQZKUICI-CHIWXEEVSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000039.pdbqt
review,40,rdk_0000040,repaglinide,raw_quality_empty,,,,fda_3221,FAEKWTJYAYMJKF-QHCPKHFHSA-M,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000040.pdbqt
review,41,rdk_0000041,acitretin,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"(2E,4E,6E,8E)-9-(4-methoxy-2,3,6-trimethylphenyl)-3,7-dimethylnona-2,4,6,8-tetraenoate",acitretin,,fda_3222,IHUNBGSDBOWDMA-AQFIFDHZSA-M,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000041.pdbqt
review,42,rdk_0000042,amlodipine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"3-O-ethyl 5-O-methyl (3R,4R)-2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-3,4-dihydropyridine-3,5-dicarboxylate",amlodipine,,fda_3223,APRTUXPAFSNIOL-MSOLQXFVSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000042.pdbqt
review,43,rdk_0000043,silybine,brand_display_with_clean_pubchem_title,silibinin,silybin,,fda_3224,SEBFKMXJBCUCAI-HKTJVKLFSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000043.pdbqt
review,44,rdk_0000044,salmeterol,raw_quality_empty,,ethyl ferulate,,fda_3225,GIIZNNXWQWCKIB-VWLOTQADSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000044.pdbqt
review,45,rdk_0000045,narol,brand_display_with_clean_pubchem_title,Buspirone hydrochloride,nerol,,fda_3226,RICLFGYGYQXUFH-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000045.pdbqt
review,46,rdk_0000046,cabergoline,raw_quality_empty,,ergonovine,,fda_3227,KORNTPPJEAJQIU-KJXAQDMKSA-P,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000046.pdbqt
review,47,rdk_0000047,entact,brand_display_with_clean_pubchem_title,Escitalopram oxalate,Phryma leptostachya root extact,,fda_3228,KTGRHKOEFSJQNS-BDQAORGHSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000047.pdbqt
review,48,rdk_0000048,coniel,brand_display_with_clean_pubchem_title,benidipine hydrochloride,,,fda_3229,KILKDKRQBYMKQX-MIPPOABVSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000048.pdbqt
review,49,rdk_0000049,kapidex,brand_display_with_clean_pubchem_title,dexlansoprazole,dexlansoprazole,,fda_3230,MJIHNNLFOKEZEW-RUZDIDTESA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000049.pdbqt
review,50,rdk_0000050,sibutramine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(1R)-1-[1-(4-chlorophenyl)cyclobutyl]-3-methylbutyl]-dimethylazanium,ixazomib,,fda_3231,UNAANXDKBXWMLN-MRXNPFEDSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000050.pdbqt
review,51,rdk_0000051,hydroxychloroquine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(4S)-4-[(7-chloroquinolin-1-ium-4-yl)amino]pentyl]-ethyl-(2-hydroxyethyl)azanium,hydroxychloroquine,,fda_3232,XXSMGPRMXLTPCZ-AWEZNQCLSA-P,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000051.pdbqt
review,52,rdk_0000052,benph,brand_display_with_clean_pubchem_title,Terazosin hydrochloride dihydrate,benphothiamine,,fda_3233,NZMOFYDMGFQZLS-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000052.pdbqt
review,53,rdk_0000053,diltiazem,raw_quality_iupac_like,ent-diltiazem(1+),diltiazem,,fda_3234,HSUGRBWQSSZJOP-LEWJYISDSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000053.pdbqt
review,54,rdk_0000054,venlafaxine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(2S)-2-(1-hydroxycyclohexyl)-2-(4-methoxyphenyl)ethyl]-dimethylazanium,anisindione,,fda_3235,PNVNVHUZROJLTJ-MRXNPFEDSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000054.pdbqt
review,55,rdk_0000055,eflornithine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"(2R)-2,5-bis(azaniumyl)-2-(difluoromethyl)pentanoate",eflornithine,,fda_3236,VLCYCQAOQCDTCN-LURJTMIESA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000055.pdbqt
review,56,rdk_0000056,apazone (s),brand_display_with_clean_pubchem_title,"APAZONE, (S)-",apazone,,fda_3237,MPHPHYZQRGLTBO-NSHDSACASA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000056.pdbqt
review,57,rdk_0000057,d thalidomide,brand_display_with_clean_pubchem_title,(R)-Thalidomide,thalidomide,,fda_3238,UEJJHQNACJXSKW-SECBINFHSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000057.pdbqt
review,58,rdk_0000058,bisoprolol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(2R)-2-hydroxy-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propyl]-propan-2-ylazanium,pindolol,,fda_3239,VHYCDWMUTMEGQY-QGZVFWFLSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000058.pdbqt
review,59,rdk_0000059,lendorm,brand_display_with_clean_pubchem_title,brotizolam,brotizolam,,fda_3240,UMSGKTJDUHERQW-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000059.pdbqt
review,61,rdk_0000061,azodisal,brand_display_with_clean_pubchem_title,azodisal sodium,olsalazine,,fda_3242,ZJEFYLVGGFISGT-VRZXRVJBSA-L,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000061.pdbqt
review,62,rdk_0000062,keflor,brand_display_with_clean_pubchem_title,Cefaclor monohydrate,cefaclor,,fda_3243,WKJGTOYAEQDNIA-IOOZKYRYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000062.pdbqt
review,64,rdk_0000064,levobunolol,raw_quality_empty,,tert-butyl alcohol,,fda_3245,IXHBTMCLRNMKHZ-GFCCVEGCSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000064.pdbqt
review,65,rdk_0000065,bopindolol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,[(2S)-2-benzoyloxy-3-[(2-methyl-1H-indol-4-yl)oxy]propyl]-tert-butylazanium,tryptophan,,fda_3246,UUOJIACWOAYWEZ-SFHVURJKSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000065.pdbqt
review,66,rdk_0000066,terfenadine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,(1S)-1-(4-tert-butylphenyl)-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-ium-1-yl]butan-1-ol,terfenadine,,fda_3247,GUGOEEXESWIERI-PMERELPUSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000066.pdbqt
review,68,rdk_0000068,brovana,brand_display_with_clean_pubchem_title,Arformoterol tartrate,arformoterol,,fda_3249,FCSXYHUNDAXDRH-OKMNHOJOSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000068.pdbqt
review,69,rdk_0000069,arotinolol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"tert-butyl-[(2S)-3-[[4-(5-carbamoylthiophen-2-yl)-1,3-thiazol-2-yl]sulfanyl]-2-hydroxypropyl]azanium",,,fda_3250,BHIAIPWSVYSKJS-VIFPVBQESA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000069.pdbqt
review,70,rdk_0000070,troxipide,raw_quality_empty,,,,fda_3251,YSIITVVESCNIPR-NSHDSACASA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000070.pdbqt
review,71,rdk_0000071,ibopamine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"2-[3,4-Bis(2-methylpropanoyloxy)phenyl]ethyl-methylazanium",diethylstilbestrol,,fda_3252,WDKXLLJDNUBYCY-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000071.pdbqt
review,73,rdk_0000073,xusal,brand_display_with_clean_pubchem_title,good sense levocetirizine,,,fda_3254,PGLIUCLTXOYQMV-GHVWMZMZSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000073.pdbqt
review,74,rdk_0000074,esmolol,raw_quality_empty,,pindolol,,fda_3255,AQNDDEOPVVGCPG-CQSZACIVSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000074.pdbqt
review,75,rdk_0000075,misoprostol s,brand_display_with_clean_pubchem_title,SC-30249,misoprostol,,fda_3256,OJLOPKGSLYJEMD-YCVNZHGXSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000075.pdbqt
review,77,rdk_0000077,bromperidol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,4-[4-(4-Bromophenyl)-4-hydroxypiperidin-1-ium-1-yl]-1-(4-fluorophenyl)butan-1-one,haloperidol,,fda_3258,RKLNONIVDFXQRX-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000077.pdbqt
review,78,rdk_0000078,astemizole,raw_quality_empty,,,,fda_3259,GXDALQBWZGODGZ-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000078.pdbqt
review,79,rdk_0000079,gemfibrozil,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"5-(2,5-Dimethylphenoxy)-2,2-dimethylpentanoate",moxisylyte,,fda_3260,HEMJJKBWTPKOJG-UHFFFAOYSA-M,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000079.pdbqt
review,80,rdk_0000080,alfentanil,raw_quality_empty,,sufentanil,,fda_3261,IDBPHNDTYPBSNI-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000080.pdbqt
review,81,rdk_0000081,duranest,brand_display_with_clean_pubchem_title,Etidocaine hydrochloride,,,fda_3262,LMWQQUMMGGIGJQ-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000081.pdbqt
review,82,rdk_0000082,bupivacaine,brand_display_with_clean_pubchem_title,bupivacaine monohydrochloride monohydrate,bupivacaine,,fda_3263,HUCIWBPMHXGLFM-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000082.pdbqt
review,83,rdk_0000083,droperidol,raw_quality_empty,,droperidol,,fda_3264,RMEDXOLNCUSCGS-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000083.pdbqt
review,84,rdk_0000084,nadolol,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"tert-butyl-[(2R)-3-[[(6R,7S)-6,7-dihydroxy-5,6,7,8-tetrahydronaphthalen-1-yl]oxy]-2-hydroxypropyl]azanium",tert-butyl alcohol,,fda_3265,VWPOSFSPZNDTMJ-YUELXQCFSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000084.pdbqt
review,85,rdk_0000085,(+) secobarbital,brand_display_with_clean_pubchem_title,(+)-Secobarbital,secobarbital,,fda_3266,KQPKPCNLIDLUMF-MRVPVSSYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000085.pdbqt
review,86,rdk_0000086,pethidine,raw_quality_iupac_like,pethidine(1+),meperidine,,fda_3267,XADCESSVHJOZHK-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000086.pdbqt
review,87,rdk_0000087,methadone,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"dimethyl-[(2S)-5-oxo-4,4-diphenylheptan-2-yl]azanium",,,fda_3268,USSIQXCVUWKGNF-KRWDZBQOSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000087.pdbqt
review,88,rdk_0000088,levopropoxyphene,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"dimethyl-[(2R,3S)-2-methyl-3,4-diphenyl-3-propanoyloxybutyl]azanium",phendimetrazine,,fda_3269,XLMALTXPSGQGBX-GCJKJVERSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000088.pdbqt
review,89,rdk_0000089,butorphanol,raw_quality_empty,,butorphanol,,fda_3270,IFKLAQQSCNILHL-QHAWAJNXSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000089.pdbqt
review,90,rdk_0000090,methysergide,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"(6aS,9R)-N-(1-hydroxybutan-2-yl)-4,7-dimethyl-6,6a,8,9-tetrahydroindolo[4,3-fg]quinoline-9-carboxamide",ergonovine,,fda_3271,KPJZHOPZRAFDTN-ZRGWGRIASA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000090.pdbqt
review,91,rdk_0000091,dimate,brand_display_with_clean_pubchem_title,DIMENHYDRINATE,,,fda_3272,NFLLKCVHYJRNRH-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000091.pdbqt
review,92,rdk_0000092,( ) glutethimide,brand_display_with_clean_pubchem_title,(-)-Glutethimide,glutethimide,,fda_3273,JMBQKKAJIKAWKF-ZDUSSCGKSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000092.pdbqt
review,93,rdk_0000093,eatan,brand_display_with_clean_pubchem_title,nitrazepam,nitrazepam,,fda_3274,KJONHKAYOJNZEC-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000093.pdbqt
review,94,rdk_0000094,roipnol,brand_display_with_clean_pubchem_title,flunitrazepam,flunitrazepam,,fda_3275,PPTYJKAXVCCBDU-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000094.pdbqt
review,95,rdk_0000095,paxam,brand_display_with_clean_pubchem_title,clonazepam,clonazepam,,fda_3276,DGBIGWXXNGSACT-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000095.pdbqt
review,98,rdk_0000098,ateben,brand_display_with_clean_pubchem_title,Nortriptyline hydrochloride,nortriptyline,,fda_3279,SHAYBENGXDALFF-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000098.pdbqt
review,99,rdk_0000099,maximed,brand_display_with_clean_pubchem_title,Protriptyline hydrochloride,Siberian ginseng root extract,,fda_3280,OGQDIIKRQRZXJH-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000099.pdbqt
review,100,rdk_0000100,lofepramine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"[2-(4-Chlorophenyl)-2-oxoethyl]-[3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl]-methylazanium",,,fda_3281,SAPNXPWPAUFAJU-UHFFFAOYSA-O,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000100.pdbqt
review,101,rdk_0000101,depamide,raw_quality_iupac_like,di-n-propyl acetamide,"N,N,N',N'-tetrakis(2-hydroxypropyl)adipamide",,fda_3282,OMOMUFTZPTXCHP-UHFFFAOYSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000101.pdbqt
review,102,rdk_0000102,cogentin,brand_display_with_clean_pubchem_title,benzatropine mesylate,benztropine,,fda_3283,CPFJLLXFNPCTDW-BWSPSPBFSA-N,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000102.pdbqt
review,103,rdk_0000103,buclizine,raw_quality_equals_pubchem_iupac;raw_quality_iupac_like,"1-[(4-Tert-butylphenyl)methyl]-4-[(4-chlorophenyl)-phenylmethyl]-2,2,3,3,5,5,6,6-octadeuteriopiperazine",butenafine,,fda_3284,MOYGZHXDRJNJEP-HHHXNRCGSA-P,/stor/home/mpg2352/atlas2/code/protein_automation/prepped_ligands/rdk_0000103.pdbqt
