Ligand,stage1,stage2,stage3
fda_1344.pdbqt,-3.94,,
fda_1345.pdbqt,-6.47,,
fda_1346.pdbqt,-5.54 (invalid),,
fda_1347.pdbqt,-5.47,,
fda_1348.pdbqt,-7.16,,
fda_1349.pdbqt,-6.88,,
fda_1350.pdbqt,-7.06,,
fda_1351.pdbqt,-6.62,,
fda_1352.pdbqt,-6.26,,
fda_1353.pdbqt,-5.70 (invalid),,
fda_1354.pdbqt,-6.27,,
fda_1355.pdbqt,-4.64 (invalid),,
fda_1356.pdbqt,-4.63,,
fda_1357.pdbqt,-4.45,,
fda_1358.pdbqt,-7.29,,
fda_1359.pdbqt,-8.43,,
fda_1360.pdbqt,-8.84,-8.75,
fda_1361.pdbqt,-5.74,,
fda_1362.pdbqt,-6.31,,
fda_1363.pdbqt,-6.02,,
fda_1364.pdbqt,-7.34,,
fda_1365.pdbqt,-7.42,,
fda_1366.pdbqt,-7.86,,
fda_1367.pdbqt,-8.27,,
fda_1368.pdbqt,-7.53,,
fda_1369.pdbqt,-5.04,,
fda_1370.pdbqt,-4.89,,
fda_1371.pdbqt,-7.50,,
fda_1372.pdbqt,-7.68,,
fda_1373.pdbqt,-4.26,,
fda_1374.pdbqt,-4.37,,
fda_1375.pdbqt,-6.51 (invalid),,
fda_1376.pdbqt,-6.32,,
fda_1377.pdbqt,-6.79,,
fda_1378.pdbqt,-7.10,,
fda_1379.pdbqt,-7.84,,
fda_1380.pdbqt,-5.57,,
fda_1381.pdbqt,-3.97,,
fda_1382.pdbqt,-5.48,,
fda_1383.pdbqt,-6.53,,
fda_1384.pdbqt,-6.42,,
fda_1385.pdbqt,-6.93,,
fda_1386.pdbqt,-5.85,,
fda_1387.pdbqt,-5.95,,
fda_1388.pdbqt,-5.72,,
fda_1389.pdbqt,-4.53 (invalid),,
fda_1390.pdbqt,-4.46 (invalid),,
fda_1391.pdbqt,-6.03,,
fda_1392.pdbqt,-6.91,,
fda_1393.pdbqt,-8.05,,
fda_1394.pdbqt,-5.07,,
fda_1395.pdbqt,-5.62,,
fda_1396.pdbqt,-5.89,,
fda_1397.pdbqt,-6.63,,
fda_1398.pdbqt,-5.93,,
fda_1399.pdbqt,-5.98,,
fda_1400.pdbqt,-5.71,,
fda_1401.pdbqt,-8.33,,
fda_1402.pdbqt,-4.86,,
fda_1403.pdbqt,-6.01,,
fda_1404.pdbqt,-7.44,,
fda_1405.pdbqt,-6.57,,
fda_1406.pdbqt,-7.29,,
fda_1407.pdbqt,-7.94,,
fda_1408.pdbqt,-7.88,,
fda_1409.pdbqt,-8.35,,
fda_1410.pdbqt,-5.01 (invalid),,
fda_1411.pdbqt,-6.82,,
fda_1412.pdbqt,-5.23 (invalid),,
fda_1413.pdbqt,-7.52,,
fda_1414.pdbqt,-5.51,,
fda_1415.pdbqt,-7.27,,
fda_1416.pdbqt,-7.64 (invalid),,
fda_1417.pdbqt,-6.82,,
fda_1418.pdbqt,-6.65,,
fda_1419.pdbqt,-7.00,,
fda_1420.pdbqt,-7.15,,
fda_1421.pdbqt,-6.06,,
fda_1422.pdbqt,-7.44,,
fda_1423.pdbqt,-7.44,,
fda_1424.pdbqt,-6.00,,
fda_1425.pdbqt,-6.43,,
fda_1426.pdbqt,-6.41,,
fda_1427.pdbqt,-5.97,,
fda_1428.pdbqt,-5.86,,
fda_1429.pdbqt,-6.61,,
fda_1430.pdbqt,-7.55,,
fda_1431.pdbqt,-3.78,,
fda_1432.pdbqt,-6.79,,
fda_1433.pdbqt,-6.82,,
fda_1434.pdbqt,-7.27,,
fda_1435.pdbqt,-6.53,,
fda_1436.pdbqt,-6.55,,
fda_1437.pdbqt,-4.83,,
fda_1438.pdbqt,-6.33,,
fda_1439.pdbqt,-6.95 (invalid),,
fda_1440.pdbqt,-7.79,,
fda_1441.pdbqt,-5.99,,
fda_1442.pdbqt,-8.42,,
fda_1443.pdbqt,-4.54 (invalid),,
fda_1444.pdbqt,-6.94,,
fda_1445.pdbqt,-6.26 (invalid),,
fda_1446.pdbqt,-5.41,,
fda_1447.pdbqt,-9.40,-9.38,
fda_1448.pdbqt,-8.02,,
fda_1449.pdbqt,-8.31,,
fda_1450.pdbqt,-7.26,,
fda_1451.pdbqt,-6.00,,
fda_1452.pdbqt,-9.10,-9.14,
fda_1453.pdbqt,-7.38,,
fda_1454.pdbqt,-5.25,,
fda_1455.pdbqt,-6.63,,
fda_1456.pdbqt,-6.14,,
fda_1457.pdbqt,-6.32,,
fda_1458.pdbqt,-4.50,,
fda_1459.pdbqt,-4.22,,
fda_1460.pdbqt,-5.50,,
fda_1461.pdbqt,-5.86,,
fda_1462.pdbqt,-6.58,,
fda_1463.pdbqt,-6.49,,
fda_1464.pdbqt,-6.72,,
fda_1465.pdbqt,-7.13,,
fda_1466.pdbqt,-4.31,,
fda_1467.pdbqt,-5.26,,
fda_1468.pdbqt,-5.16,,
fda_1469.pdbqt,-5.05,,
fda_1470.pdbqt,-7.28,,
fda_1471.pdbqt,-4.60,,
fda_1472.pdbqt,-5.86,,
fda_1473.pdbqt,-6.48,,
fda_1474.pdbqt,-6.73,,
fda_1475.pdbqt,-6.72,,
fda_1476.pdbqt,-7.52,,
fda_1477.pdbqt,-6.65,,
fda_1478.pdbqt,-7.77,,
fda_1479.pdbqt,-6.42,,
fda_1480.pdbqt,-6.95,,
fda_1481.pdbqt,-6.76,,
fda_1482.pdbqt,-6.97,,
fda_1483.pdbqt,-6.35,,
fda_1484.pdbqt,-6.98,,
fda_1485.pdbqt,-6.78,,
fda_1486.pdbqt,-5.95,,
fda_1487.pdbqt,-6.14,,
fda_1488.pdbqt,-5.35,,
fda_1489.pdbqt,-7.07,,
fda_1490.pdbqt,-5.12,,
fda_1491.pdbqt,-6.66,,
fda_1492.pdbqt,-7.75,,
fda_1493.pdbqt,-6.23,,
fda_1494.pdbqt,-6.78,,
fda_1495.pdbqt,-7.45,,
fda_1496.pdbqt,-5.32,,
fda_1497.pdbqt,-5.29,,
fda_1498.pdbqt,-5.10,,
fda_1499.pdbqt,-6.14,,
fda_1500.pdbqt,-6.57,,
fda_1501.pdbqt,-5.94,,
fda_1502.pdbqt,-5.51,,
fda_1503.pdbqt,-5.56,,
fda_1504.pdbqt,-5.94,,
fda_1505.pdbqt,-7.49,,
fda_1506.pdbqt,-7.95,,
fda_1507.pdbqt,-7.65,,
fda_1508.pdbqt,-7.83,,
fda_1509.pdbqt,-7.78,,
fda_1510.pdbqt,-7.79,,
fda_1511.pdbqt,-9.32,-9.31,
fda_1512.pdbqt,-5.23,,
fda_1513.pdbqt,-6.56,,
fda_1514.pdbqt,-5.23,,
fda_1515.pdbqt,-6.92 (invalid),,
fda_1516.pdbqt,-7.79,,
fda_1517.pdbqt,-4.09 (invalid),,
fda_1518.pdbqt,-7.39,,
fda_1519.pdbqt,-7.50,,
fda_1520.pdbqt,-5.80,,
fda_1521.pdbqt,-4.45,,
fda_1522.pdbqt,-6.89,,
fda_1523.pdbqt,-4.60 (invalid),,
fda_1524.pdbqt,-7.59 (invalid),,
fda_1525.pdbqt,-5.15,,
fda_1526.pdbqt,-7.89,,
fda_1527.pdbqt,-5.74,,
fda_1528.pdbqt,-5.35 (invalid),,
fda_1529.pdbqt,-8.58,-8.58,
fda_1530.pdbqt,-8.92,-8.57 (invalid),
fda_1531.pdbqt,-5.11,,
fda_1532.pdbqt,-6.47,,
fda_1533.pdbqt,-7.31,,
fda_1534.pdbqt,-7.65,,
fda_1535.pdbqt,-8.05,,
fda_1536.pdbqt,-6.54 (invalid),,
fda_1537.pdbqt,-3.96 (invalid),,
fda_1538.pdbqt,-7.04,,
fda_1539.pdbqt,-6.43 (invalid),,
fda_1540.pdbqt,-7.18,,
fda_1541.pdbqt,-7.18,,
fda_1542.pdbqt,-6.58 (invalid),,
fda_1543.pdbqt,-6.45,,
fda_1544.pdbqt,-7.04,,
fda_1545.pdbqt,-6.56,,
fda_1546.pdbqt,-7.37,,
fda_1547.pdbqt,-7.85,,
fda_1548.pdbqt,-8.00,,
fda_1549.pdbqt,-6.37,,
fda_1550.pdbqt,-7.49,,
fda_1551.pdbqt,-5.87,,
fda_1552.pdbqt,-5.47,,
fda_1553.pdbqt,-7.64,,
fda_1554.pdbqt,-7.84,,
fda_1555.pdbqt,-7.78,,
fda_1556.pdbqt,-7.65,,
fda_1557.pdbqt,-6.56,,
fda_1558.pdbqt,-6.72,,
fda_1559.pdbqt,-5.37,,
fda_1560.pdbqt,-6.38,,
fda_1561.pdbqt,-3.28,,
fda_1562.pdbqt,-7.23,,
fda_1563.pdbqt,-7.21,,
fda_1564.pdbqt,-7.34,,
fda_1565.pdbqt,-6.74 (invalid),,
fda_1566.pdbqt,-6.00,,
fda_1567.pdbqt,-6.99,,
fda_1568.pdbqt,-5.79,,
fda_1569.pdbqt,-6.73 (invalid),,
fda_1570.pdbqt,-7.82,,
fda_1571.pdbqt,-9.13,-9.04,
fda_1572.pdbqt,-9.19,-8.61,
fda_1573.pdbqt,-4.89,,
fda_1574.pdbqt,-5.75,,
fda_1575.pdbqt,-5.86,,
fda_1576.pdbqt,-6.08,,
fda_1577.pdbqt,-6.20,,
fda_1578.pdbqt,-9.01,-8.77,
fda_1579.pdbqt,-7.97,,
fda_1580.pdbqt,-7.87 (invalid),,
fda_1581.pdbqt,-7.33,,
fda_1582.pdbqt,-7.95,,
fda_1583.pdbqt,-7.69,,
fda_1584.pdbqt,-7.36,,
fda_1585.pdbqt,-4.95 (invalid),,
fda_1586.pdbqt,-6.61,,
fda_1587.pdbqt,-4.87,,
fda_1588.pdbqt,-6.60,,
fda_1589.pdbqt,-6.39,,
fda_1590.pdbqt,-6.69,,
fda_1591.pdbqt,-7.72,,
fda_1592.pdbqt,-7.64,,
fda_1593.pdbqt,-7.28,,
fda_1594.pdbqt,-7.47,,
fda_1595.pdbqt,-7.62,,
fda_1596.pdbqt,-7.27,,
fda_1597.pdbqt,-7.40,,
fda_1598.pdbqt,-7.09,,
fda_1599.pdbqt,-6.34,,
fda_1600.pdbqt,-7.83,,
fda_1601.pdbqt,-8.07,,
fda_1602.pdbqt,-7.40,,
fda_1603.pdbqt,-4.74 (invalid),,
fda_1604.pdbqt,-6.86,,
fda_1605.pdbqt,-6.53,,
fda_1606.pdbqt,-8.37,,
fda_1607.pdbqt,-7.96,,
fda_1608.pdbqt,-7.89,,
fda_1609.pdbqt,-8.11,,
fda_1610.pdbqt,-7.46,,
fda_1611.pdbqt,-7.03,,
fda_1612.pdbqt,-5.99,,
fda_1613.pdbqt,-7.06,,
fda_1614.pdbqt,-7.52,,
fda_1615.pdbqt,-7.43,,
fda_1616.pdbqt,-7.18,,
fda_1617.pdbqt,-7.53,,
fda_1618.pdbqt,-6.11,,
fda_1619.pdbqt,-6.19,,
fda_1620.pdbqt,-6.03,,
fda_1621.pdbqt,-6.95,,
fda_1622.pdbqt,-6.24,,
fda_1623.pdbqt,-7.27,,
fda_1624.pdbqt,-7.34,,
fda_1625.pdbqt,-7.04,,
fda_1626.pdbqt,-6.56,,
fda_1627.pdbqt,-6.88,,
fda_1628.pdbqt,-6.92,,
fda_1629.pdbqt,-5.98,,
fda_1630.pdbqt,-7.53,,
fda_1631.pdbqt,-6.75,,
fda_1632.pdbqt,-6.85,,
fda_1633.pdbqt,-7.12,,
fda_1634.pdbqt,-6.87,,
fda_1635.pdbqt,-6.80,,
fda_1636.pdbqt,-5.88,,
fda_1637.pdbqt,-6.78,,
fda_1638.pdbqt,-6.88,,
fda_1639.pdbqt,-6.51 (invalid),,
fda_1640.pdbqt,-6.82,,
fda_1641.pdbqt,-7.85,,
fda_1642.pdbqt,-6.97,,
fda_1643.pdbqt,-6.00,,
fda_1644.pdbqt,-6.83,,
fda_1645.pdbqt,-8.04,,
fda_1646.pdbqt,-6.50,,
fda_1647.pdbqt,-6.15,,
fda_1648.pdbqt,-6.18,,
fda_1649.pdbqt,-6.28,,
fda_1650.pdbqt,-6.05,,
fda_1651.pdbqt,-7.01,,
fda_1652.pdbqt,-7.79,,
fda_1653.pdbqt,-6.42,,
fda_1654.pdbqt,-7.54,,
fda_1655.pdbqt,-6.89,,
fda_1656.pdbqt,-6.36,,
fda_1657.pdbqt,-6.13,,
fda_1658.pdbqt,-6.50,,
fda_1659.pdbqt,-6.39,,
fda_1660.pdbqt,-5.84,,
fda_1661.pdbqt,-5.63,,
fda_1662.pdbqt,-6.08,,
fda_1663.pdbqt,-5.82,,
fda_1664.pdbqt,-5.61,,
fda_1665.pdbqt,-5.55,,
fda_1666.pdbqt,-6.96,,
fda_1667.pdbqt,-7.26,,
fda_1668.pdbqt,-7.82,,
fda_1669.pdbqt,-6.63,,
fda_1670.pdbqt,-6.62,,
fda_1671.pdbqt,-6.78,,
fda_1672.pdbqt,-5.74,,
fda_1673.pdbqt,-6.33,,
fda_1674.pdbqt,-6.16,,
fda_1675.pdbqt,-4.92,,
fda_1676.pdbqt,-7.75 (invalid),,
fda_1677.pdbqt,-7.02,,
fda_1678.pdbqt,-7.01,,
fda_1679.pdbqt,-4.91 (invalid),,
fda_1680.pdbqt,-7.32,,
fda_1681.pdbqt,-6.93,,
fda_1682.pdbqt,-6.12,,
fda_1683.pdbqt,-5.25 (invalid),,
fda_1684.pdbqt,-6.34,,
fda_1685.pdbqt,-6.57,,
fda_1686.pdbqt,-5.12,,
fda_1687.pdbqt,-6.28,,
fda_1688.pdbqt,-5.43,,
fda_1689.pdbqt,-6.02,,
fda_1690.pdbqt,-8.39,,
fda_1691.pdbqt,-5.69,,
fda_1692.pdbqt,-6.10,,
fda_1693.pdbqt,-6.05,,
fda_1694.pdbqt,-6.18 (invalid),,
fda_1695.pdbqt,-5.66,,
fda_1696.pdbqt,-6.52,,
fda_1697.pdbqt,-7.20,,
fda_1698.pdbqt,-4.79,,
fda_1699.pdbqt,-4.63,,
fda_1700.pdbqt,-6.71,,
fda_1701.pdbqt,-6.78,,
fda_1702.pdbqt,-7.68,,
fda_1703.pdbqt,-7.39,,
fda_1704.pdbqt,-5.85,,
fda_1705.pdbqt,-5.78,,
fda_1706.pdbqt,-7.73,,
fda_1707.pdbqt,-7.51,,
fda_1708.pdbqt,-6.90,,
fda_1709.pdbqt,-6.67,,
fda_1710.pdbqt,-7.04,,
fda_1711.pdbqt,-5.88,,
fda_1712.pdbqt,-3.97,,
fda_1713.pdbqt,-7.51,,
fda_1714.pdbqt,-6.50,,
fda_1715.pdbqt,-7.12,,
fda_1716.pdbqt,-6.05,,
fda_1717.pdbqt,-6.77,,
fda_1718.pdbqt,-7.76,,
fda_1719.pdbqt,-5.51,,
fda_1720.pdbqt,-6.57,,
fda_1721.pdbqt,-6.13,,
fda_1722.pdbqt,-6.20,,
fda_1723.pdbqt,-7.66,,
fda_1724.pdbqt,-6.10,,
fda_1725.pdbqt,-6.81 (invalid),,
fda_1726.pdbqt,-7.71,,
fda_1727.pdbqt,-6.44,,
fda_1728.pdbqt,-7.18,,
fda_1729.pdbqt,-6.56,,
fda_1730.pdbqt,-6.29,,
fda_1731.pdbqt,-7.72,,
fda_1732.pdbqt,-7.28,,
fda_1733.pdbqt,-7.48,,
fda_1734.pdbqt,-6.84,,
fda_1735.pdbqt,-6.94,,
fda_1736.pdbqt,-7.55,,
fda_1737.pdbqt,-7.27,,
fda_1738.pdbqt,-5.77,,
fda_1739.pdbqt,-5.62 (invalid),,
fda_1740.pdbqt,-7.68,,
fda_1741.pdbqt,-6.55,,
fda_1742.pdbqt,-6.64,,
fda_1743.pdbqt,-7.15,,
fda_1744.pdbqt,-7.37,,
fda_1745.pdbqt,-7.86,,
fda_1746.pdbqt,-9.36,-9.20,
fda_1747.pdbqt,-6.57,,
fda_1748.pdbqt,-7.77,,
fda_1749.pdbqt,-8.01 (invalid),,
fda_1750.pdbqt,-7.13,,
fda_1751.pdbqt,-5.99,,
fda_1752.pdbqt,-7.23,,
fda_1753.pdbqt,-6.64,,
fda_1754.pdbqt,-7.66,,
fda_1755.pdbqt,-6.71,,
fda_1756.pdbqt,-7.16,,
fda_1757.pdbqt,-5.98,,
fda_1758.pdbqt,-7.54,,
fda_1759.pdbqt,-6.51,,
fda_1760.pdbqt,-5.95,,
fda_1761.pdbqt,-6.00,,
fda_1762.pdbqt,-7.16,,
fda_1763.pdbqt,-7.19,,
fda_1764.pdbqt,-6.67,,
fda_1765.pdbqt,-5.77,,
fda_1766.pdbqt,-7.31,,
fda_1767.pdbqt,-7.50 (invalid),,
fda_1768.pdbqt,-7.99,,
fda_1769.pdbqt,-8.71,-8.70,
fda_1770.pdbqt,-8.47,,
fda_1771.pdbqt,-5.38,,
fda_1772.pdbqt,-6.48,,
fda_1773.pdbqt,-6.60,,
fda_1774.pdbqt,-6.77,,
fda_1775.pdbqt,-3.24,,
fda_1776.pdbqt,-7.36 (invalid),,
fda_1777.pdbqt,-7.39,,
fda_1778.pdbqt,-5.62,,
fda_1779.pdbqt,-6.08,,
fda_1780.pdbqt,-7.60,,
fda_1781.pdbqt,-7.01,,
fda_1782.pdbqt,-6.35,,
fda_1783.pdbqt,-6.42,,
fda_1784.pdbqt,-5.99,,
fda_1785.pdbqt,-6.39,,
fda_1786.pdbqt,-6.15,,
fda_1787.pdbqt,-5.93,,
fda_1788.pdbqt,-7.71,,
fda_1789.pdbqt,-7.24,,
fda_1790.pdbqt,-8.06,,
fda_1791.pdbqt,-6.70 (invalid),,
fda_1792.pdbqt,-6.82,,
fda_1793.pdbqt,-5.89,,
fda_1794.pdbqt,-6.27,,
fda_1795.pdbqt,-6.91,,
fda_1796.pdbqt,-6.33,,
fda_1797.pdbqt,-5.59,,
fda_1798.pdbqt,-7.01,,
fda_1799.pdbqt,-5.92,,
fda_1800.pdbqt,-5.56,,
fda_1801.pdbqt,-6.01,,
fda_1802.pdbqt,-6.46,,
fda_1803.pdbqt,-6.19,,
fda_1804.pdbqt,-6.98,,
fda_1805.pdbqt,-6.07,,
fda_1806.pdbqt,-6.54,,
fda_1807.pdbqt,-7.51,,
fda_1808.pdbqt,-5.79,,
fda_1809.pdbqt,-6.68,,
fda_1810.pdbqt,-7.10 (invalid),,
fda_1811.pdbqt,-7.27,,
fda_1812.pdbqt,-7.43,,
fda_1813.pdbqt,-7.93,,
fda_1814.pdbqt,-7.06,,
fda_1815.pdbqt,-5.32,,
fda_1816.pdbqt,-7.28,,
fda_1817.pdbqt,-6.84,,
fda_1818.pdbqt,-7.32,,
fda_1819.pdbqt,-4.96,,
fda_1820.pdbqt,-6.37 (invalid),,
fda_1821.pdbqt,-6.30 (invalid),,
fda_1822.pdbqt,-7.92,,
fda_1823.pdbqt,-5.71,,
fda_1824.pdbqt,-7.27 (invalid),,
fda_1825.pdbqt,-7.07,,
fda_1826.pdbqt,-7.63,,
fda_1827.pdbqt,-7.51,,
fda_1828.pdbqt,-7.21,,
fda_1829.pdbqt,-6.33,,
fda_1830.pdbqt,-6.30,,
fda_1831.pdbqt,-5.96,,
fda_1832.pdbqt,-7.68,,
fda_1833.pdbqt,-6.50,,
fda_1834.pdbqt,-7.14,,
fda_1835.pdbqt,-5.63,,
fda_1836.pdbqt,-5.36,,
fda_1837.pdbqt,-5.02,,
fda_1838.pdbqt,-5.01,,
fda_1839.pdbqt,-3.87,,
fda_1840.pdbqt,-6.54,,
fda_1841.pdbqt,-4.85,,
fda_1842.pdbqt,-6.57,,
fda_1843.pdbqt,-6.48,,
fda_1844.pdbqt,-6.38,,
fda_1845.pdbqt,-6.25,,
fda_1846.pdbqt,-3.89,,
fda_1847.pdbqt,-5.84,,
fda_1848.pdbqt,-6.94,,
fda_1849.pdbqt,-7.08,,
fda_1850.pdbqt,-6.96 (invalid),,
fda_1851.pdbqt,-5.46,,
fda_1852.pdbqt,-6.35,,
fda_1853.pdbqt,-6.21,,
fda_1854.pdbqt,-6.34,,
fda_1855.pdbqt,-6.64 (invalid),,
fda_1856.pdbqt,-8.25,,
fda_1857.pdbqt,-7.67,,
fda_1858.pdbqt,-6.47 (invalid),,
fda_1859.pdbqt,-5.93,,
fda_1860.pdbqt,-6.59 (invalid),,
fda_1861.pdbqt,-5.23,,
fda_1862.pdbqt,-4.35,,
fda_1863.pdbqt,-8.67,-8.61,
fda_1864.pdbqt,-6.09 (invalid),,
fda_1865.pdbqt,-6.37,,
fda_1866.pdbqt,-5.77,,
fda_1867.pdbqt,-5.99,,
fda_1868.pdbqt,-8.18,,
fda_1869.pdbqt,-8.05,,
fda_1870.pdbqt,-4.58,,
fda_1871.pdbqt,-6.49,,
fda_1872.pdbqt,-6.12,,
fda_1873.pdbqt,-6.96,,
fda_1874.pdbqt,-7.14,,
fda_1875.pdbqt,-5.47,,
fda_1876.pdbqt,-6.20,,
fda_1877.pdbqt,-6.40 (invalid),,
fda_1878.pdbqt,-6.94,,
fda_1879.pdbqt,-6.19,,
fda_1880.pdbqt,-6.09,,
fda_1881.pdbqt,-6.26,,
fda_1882.pdbqt,-4.67,,
fda_1883.pdbqt,-7.56,,
fda_1884.pdbqt,-5.74,,
fda_1885.pdbqt,-4.66,,
fda_1886.pdbqt,-5.96,,
fda_1887.pdbqt,-7.04,,
fda_1888.pdbqt,-6.98,,
fda_1889.pdbqt,-6.79,,
fda_1890.pdbqt,-7.08,,
fda_1891.pdbqt,-7.22,,
fda_1892.pdbqt,-5.68 (invalid),,
fda_1893.pdbqt,-6.89,,
fda_1894.pdbqt,-7.10,,
fda_1895.pdbqt,-7.24,,
fda_1896.pdbqt,-6.33,,
fda_1897.pdbqt,-6.01 (invalid),,
fda_1898.pdbqt,-6.62,,
fda_1899.pdbqt,-6.00,,
fda_1900.pdbqt,-7.67,,
fda_1901.pdbqt,-6.57,,
fda_1902.pdbqt,-7.21,,
fda_1903.pdbqt,-4.66,,
fda_1904.pdbqt,-6.35,,
fda_1905.pdbqt,-6.55,,
fda_1906.pdbqt,-6.67,,
fda_1907.pdbqt,-7.45,,
fda_1908.pdbqt,-5.68,,
fda_1909.pdbqt,-7.17,,
fda_1910.pdbqt,-6.58,,
fda_1911.pdbqt,-7.08,,
fda_1912.pdbqt,-8.28,,
fda_1913.pdbqt,-5.86,,
fda_1914.pdbqt,-7.31,,
fda_1915.pdbqt,-7.36,,
fda_1916.pdbqt,-6.43,,
fda_1917.pdbqt,-7.14,,
fda_1918.pdbqt,-6.00,,
fda_1919.pdbqt,-5.96,,
fda_1920.pdbqt,-6.06,,
fda_1921.pdbqt,-4.85,,
fda_1922.pdbqt,-6.22,,
fda_1923.pdbqt,-6.55 (invalid),,
fda_1924.pdbqt,-6.66,,
fda_1925.pdbqt,-6.84,,
fda_1926.pdbqt,-5.79,,
fda_1927.pdbqt,-4.98,,
fda_1928.pdbqt,-6.94,,
fda_1929.pdbqt,-5.91,,
fda_1930.pdbqt,-5.00,,
fda_1931.pdbqt,-7.46,,
fda_1932.pdbqt,-7.05,,
fda_1933.pdbqt,-6.77,,
fda_1934.pdbqt,-6.69,,
fda_1935.pdbqt,-6.57,,
fda_1936.pdbqt,-6.22,,
fda_1937.pdbqt,-5.83,,
fda_1938.pdbqt,-6.84,,
fda_1939.pdbqt,-7.52,,
fda_1940.pdbqt,-7.61,,
fda_1941.pdbqt,-6.27,,
fda_1942.pdbqt,-5.41,,
fda_1943.pdbqt,-7.65,,
fda_1944.pdbqt,-6.93,,
fda_1945.pdbqt,-6.82,,
fda_1946.pdbqt,-5.09,,
fda_1947.pdbqt,-5.00,,
fda_1948.pdbqt,-6.95,,
fda_1949.pdbqt,-5.96,,
fda_1950.pdbqt,-6.63,,
fda_1951.pdbqt,-6.57,,
fda_1952.pdbqt,-6.33,,
fda_1953.pdbqt,-7.11,,
fda_1954.pdbqt,-6.25,,
fda_1955.pdbqt,-5.26,,
fda_1956.pdbqt,-6.84,,
fda_1957.pdbqt,-6.81,,
fda_1958.pdbqt,-7.11,,
fda_1959.pdbqt,-6.30,,
fda_1960.pdbqt,-6.37,,
fda_1961.pdbqt,-6.29,,
fda_1962.pdbqt,-6.48,,
fda_1963.pdbqt,-6.52,,
fda_1964.pdbqt,-5.96,,
fda_1965.pdbqt,-5.95,,
fda_1966.pdbqt,-6.55,,
fda_1967.pdbqt,-6.52,,
fda_1968.pdbqt,-7.08,,
fda_1969.pdbqt,-6.19,,
fda_1970.pdbqt,-6.39,,
fda_1971.pdbqt,-6.98,,
fda_1972.pdbqt,-9.16,-8.96,
fda_1973.pdbqt,-8.96,-8.97,
fda_1974.pdbqt,-9.83,-8.99,
fda_1975.pdbqt,-9.18,-8.95,
fda_1976.pdbqt,-8.75,-8.64,
fda_1977.pdbqt,-7.94,,
fda_1978.pdbqt,-8.79,-8.80,
fda_1979.pdbqt,-8.57,-8.63,
fda_1980.pdbqt,-6.44 (invalid),,
fda_1981.pdbqt,-6.80 (invalid),,
fda_1982.pdbqt,-6.21 (invalid),,
fda_1983.pdbqt,-6.82 (invalid),,
fda_1984.pdbqt,-2.37,,
fda_1985.pdbqt,-10.63,-10.49,-10.49
fda_1986.pdbqt,-7.28,,
fda_1987.pdbqt,-7.90 (invalid),,
fda_1988.pdbqt,-8.00,,
fda_1989.pdbqt,-7.56,,
fda_1990.pdbqt,-6.60,,
fda_1991.pdbqt,-7.02,,
fda_1992.pdbqt,-7.59,,
fda_1993.pdbqt,-6.54,,
fda_1994.pdbqt,-10.25 (invalid),,
fda_1995.pdbqt,-6.96,,
fda_1996.pdbqt,-6.15,,
fda_1997.pdbqt,-5.63,,
fda_1998.pdbqt,-5.76,,
fda_1999.pdbqt,-6.76,,
fda_2000.pdbqt,-5.53 (invalid),,
fda_2001.pdbqt,-5.54,,
fda_2002.pdbqt,-5.86,,
fda_2003.pdbqt,-5.60 (invalid),,
fda_2004.pdbqt,-8.81,-9.16,
fda_2005.pdbqt,-8.90,-8.92,
fda_2006.pdbqt,-10.22,-10.04 (invalid),
fda_2007.pdbqt,-8.97,-8.96,
fda_2008.pdbqt,-5.97,,
fda_2009.pdbqt,-4.84,,
fda_2010.pdbqt,-4.74,,
fda_2011.pdbqt,-4.82,,
fda_2012.pdbqt,-6.77,,
fda_2013.pdbqt,-6.97,,
fda_2014.pdbqt,-7.63,,
fda_2015.pdbqt,-7.03,,
fda_2016.pdbqt,-6.62,,
fda_2017.pdbqt,-6.44,,
fda_2018.pdbqt,-6.92,,
fda_2019.pdbqt,-6.47,,
fda_2020.pdbqt,-6.35,,
fda_2021.pdbqt,-6.63,,
fda_2022.pdbqt,-6.73,,
fda_2023.pdbqt,-7.58,,
fda_2024.pdbqt,-7.46,,
fda_2025.pdbqt,-8.22,,
fda_2026.pdbqt,-8.33,,
fda_2027.pdbqt,-6.65,,
fda_2028.pdbqt,-8.05,,
fda_2029.pdbqt,-6.56,,
fda_2030.pdbqt,-3.67,,
fda_2031.pdbqt,-8.19,,
fda_2032.pdbqt,-8.20,,
fda_2033.pdbqt,-8.47,,
fda_2034.pdbqt,-8.57,-8.56,
fda_2035.pdbqt,-6.31 (invalid),,
fda_2036.pdbqt,-6.89,,
fda_2037.pdbqt,-5.80 (invalid),,
fda_2038.pdbqt,-5.95,,
fda_2039.pdbqt,-6.10,,
fda_2040.pdbqt,-6.37,,
fda_2041.pdbqt,-6.25,,
fda_2042.pdbqt,-5.79,,
fda_2043.pdbqt,-6.28 (invalid),,
fda_2044.pdbqt,-6.32 (invalid),,
fda_2045.pdbqt,-5.93 (invalid),,
fda_2046.pdbqt,-5.82 (invalid),,
fda_2047.pdbqt,-8.15,,
fda_2048.pdbqt,-3.47,,
fda_2049.pdbqt,-8.70,-9.54,
fda_2050.pdbqt,-7.53,,
fda_2051.pdbqt,-7.52,,
fda_2052.pdbqt,-7.29,,
fda_2053.pdbqt,-7.03 (invalid),,
fda_2054.pdbqt,-5.79,,
fda_2055.pdbqt,-7.70 (invalid),,
