Ligand,stage1,stage2,stage3
fda_0638.pdbqt,-7.86,,
fda_0639.pdbqt,-6.37,,
fda_0640.pdbqt,-5.86,,
fda_0641.pdbqt,-5.73,,
fda_0642.pdbqt,-7.50,,
fda_0643.pdbqt,-7.49,,
fda_0644.pdbqt,-7.69,,
fda_0645.pdbqt,-7.72,,
fda_0646.pdbqt,-8.58,-8.60,
fda_0647.pdbqt,-7.61,,
fda_0648.pdbqt,-7.05,,
fda_0649.pdbqt,-7.38,,
fda_0650.pdbqt,-7.89,,
fda_0651.pdbqt,-7.40,,
fda_0652.pdbqt,-8.45,,
fda_0653.pdbqt,-7.35,,
fda_0654.pdbqt,-4.19 (invalid),,
fda_0655.pdbqt,-7.62,,
fda_0656.pdbqt,-7.05,,
fda_0657.pdbqt,-5.82,,
fda_0658.pdbqt,-7.24,,
fda_0659.pdbqt,-8.18,,
fda_0660.pdbqt,-8.15,,
fda_0661.pdbqt,-8.18,,
fda_0662.pdbqt,-8.12,,
fda_0663.pdbqt,-7.28,,
fda_0664.pdbqt,-8.04,,
fda_0665.pdbqt,-8.02,,
fda_0666.pdbqt,-7.49,,
fda_0667.pdbqt,-8.05,,
fda_0668.pdbqt,-8.15,,
fda_0669.pdbqt,-5.84,,
fda_0670.pdbqt,-7.46,,
fda_0671.pdbqt,-6.67,,
fda_0672.pdbqt,-8.09,,
fda_0673.pdbqt,-8.25,,
fda_0674.pdbqt,-7.42,,
fda_0675.pdbqt,-8.09,,
fda_0676.pdbqt,-7.66,,
fda_0677.pdbqt,-7.45,,
fda_0678.pdbqt,-7.20,,
fda_0679.pdbqt,-7.37,,
fda_0680.pdbqt,-6.33,,
fda_0681.pdbqt,-5.77,,
fda_0682.pdbqt,-6.14,,
fda_0683.pdbqt,-6.08,,
fda_0684.pdbqt,-8.39,,
fda_0685.pdbqt,-7.20 (invalid),,
fda_0686.pdbqt,-7.13 (invalid),,
fda_0687.pdbqt,-6.72 (invalid),,
fda_0688.pdbqt,-7.65,,
fda_0689.pdbqt,-8.15 (invalid),,
fda_0690.pdbqt,-8.16 (invalid),,
fda_0691.pdbqt,-7.77,,
fda_0692.pdbqt,-7.43,,
fda_0693.pdbqt,-8.05,,
fda_0694.pdbqt,-8.88,-8.87,
fda_0695.pdbqt,-7.35,,
fda_0696.pdbqt,-7.47,,
fda_0697.pdbqt,-6.78,,
fda_0698.pdbqt,-7.31,,
fda_0699.pdbqt,-7.35,,
fda_0700.pdbqt,-6.58,,
fda_0701.pdbqt,-6.59,,
fda_0702.pdbqt,-6.75,,
fda_0703.pdbqt,-6.12,,
fda_0704.pdbqt,-4.66 (invalid),,
fda_0705.pdbqt,-5.09 (invalid),,
fda_0706.pdbqt,-4.32 (invalid),,
fda_0707.pdbqt,-4.52 (invalid),,
fda_0708.pdbqt,-4.70 (invalid),,
fda_0709.pdbqt,-4.82 (invalid),,
fda_0710.pdbqt,-4.53 (invalid),,
fda_0711.pdbqt,-6.69,,
fda_0712.pdbqt,-6.31,,
fda_0713.pdbqt,-9.09,-9.07,
fda_0714.pdbqt,-7.68,,
fda_0715.pdbqt,-7.83,,
fda_0716.pdbqt,-8.09,,
fda_0717.pdbqt,-5.52 (invalid),,
fda_0718.pdbqt,-4.90,,
fda_0719.pdbqt,-4.97 (invalid),,
fda_0720.pdbqt,-4.75 (invalid),,
fda_0721.pdbqt,-4.61,,
fda_0722.pdbqt,-3.99,,
fda_0723.pdbqt,-4.54 (invalid),,
fda_0724.pdbqt,-7.06,,
fda_0725.pdbqt,-6.99,,
fda_0726.pdbqt,-7.00,,
fda_0727.pdbqt,-6.94,,
fda_0728.pdbqt,-6.68,,
fda_0729.pdbqt,-6.44,,
fda_0730.pdbqt,-6.87,,
fda_0731.pdbqt,-6.66,,
fda_0732.pdbqt,-7.92,,
fda_0733.pdbqt,-8.00,,
fda_0734.pdbqt,-6.78,,
fda_0735.pdbqt,-6.83,,
fda_0736.pdbqt,-6.90,,
fda_0737.pdbqt,-5.83,,
fda_0738.pdbqt,-4.91,,
fda_0739.pdbqt,-7.02,,
fda_0740.pdbqt,-7.86,,
fda_0741.pdbqt,-6.54,,
fda_0742.pdbqt,-7.00,,
fda_0743.pdbqt,-7.27,,
fda_0744.pdbqt,-9.14,-9.14 (invalid),
fda_0745.pdbqt,-8.93,-8.95 (invalid),
fda_0746.pdbqt,-9.23,-9.18 (invalid),
fda_0747.pdbqt,-9.20,-9.12 (invalid),
fda_0748.pdbqt,-5.09,,
fda_0749.pdbqt,-4.97,,
fda_0750.pdbqt,-7.96,,
fda_0751.pdbqt,-5.71,,
fda_0752.pdbqt,-5.86,,
fda_0753.pdbqt,-5.82,,
fda_0754.pdbqt,-4.13,,
fda_0755.pdbqt,-4.09,,
fda_0756.pdbqt,-4.16,,
fda_0757.pdbqt,-3.93,,
fda_0758.pdbqt,-4.22,,
fda_0759.pdbqt,-4.25,,
fda_0760.pdbqt,-4.49,,
fda_0761.pdbqt,-4.45,,
fda_0762.pdbqt,-6.27 (invalid),,
fda_0763.pdbqt,-6.02,,
fda_0764.pdbqt,-6.10 (invalid),,
fda_0765.pdbqt,-6.11,,
fda_0766.pdbqt,-6.04,,
fda_0767.pdbqt,-5.90 (invalid),,
fda_0768.pdbqt,-5.21,,
fda_0769.pdbqt,-5.02,,
fda_0770.pdbqt,-6.51,,
fda_0771.pdbqt,-6.42,,
fda_0772.pdbqt,-6.21,,
fda_0773.pdbqt,-6.30,,
fda_0774.pdbqt,-6.33,,
fda_0775.pdbqt,-5.84,,
fda_0776.pdbqt,-6.20,,
fda_0777.pdbqt,-6.11,,
fda_0778.pdbqt,-6.04,,
fda_0779.pdbqt,-6.12,,
fda_0780.pdbqt,-5.78,,
fda_0781.pdbqt,-5.41,,
fda_0782.pdbqt,-6.60,,
fda_0783.pdbqt,-6.66,,
fda_0784.pdbqt,-6.76,,
fda_0785.pdbqt,-6.95,,
fda_0786.pdbqt,-9.02,-8.54,
fda_0787.pdbqt,-8.89,-8.49,
fda_0788.pdbqt,-8.30,,
fda_0789.pdbqt,-8.23,,
fda_0790.pdbqt,-5.89 (invalid),,
fda_0791.pdbqt,-5.24 (invalid),,
fda_0792.pdbqt,-6.07,,
fda_0793.pdbqt,-5.71 (invalid),,
fda_0794.pdbqt,-5.57 (invalid),,
fda_0795.pdbqt,-8.09,,
fda_0796.pdbqt,-7.81,,
fda_0797.pdbqt,-7.25,,
fda_0798.pdbqt,-7.37,,
fda_0799.pdbqt,-6.88,,
fda_0800.pdbqt,-6.93 (invalid),,
fda_0801.pdbqt,-5.99,,
fda_0802.pdbqt,-5.99,,
fda_0803.pdbqt,-6.39,,
fda_0804.pdbqt,-5.99,,
fda_0805.pdbqt,-6.43,,
fda_0806.pdbqt,-7.03,,
fda_0807.pdbqt,-8.40,,
fda_0808.pdbqt,-7.16,,
fda_0809.pdbqt,-6.35,,
fda_0810.pdbqt,-7.23,,
fda_0811.pdbqt,-7.43,,
fda_0812.pdbqt,-7.17,,
fda_0813.pdbqt,-7.63,,
fda_0814.pdbqt,-7.63,,
fda_0815.pdbqt,-7.56,,
fda_0816.pdbqt,-7.28,,
fda_0817.pdbqt,-8.08,,
fda_0818.pdbqt,-5.10 (invalid),,
fda_0819.pdbqt,-5.12 (invalid),,
fda_0820.pdbqt,-5.04 (invalid),,
fda_0821.pdbqt,-5.63,,
fda_0822.pdbqt,-5.05 (invalid),,
fda_0823.pdbqt,-6.43,,
fda_0824.pdbqt,-7.85,,
fda_0825.pdbqt,-4.69 (invalid),,
fda_0826.pdbqt,-4.83 (invalid),,
fda_0827.pdbqt,-5.96 (invalid),,
fda_0828.pdbqt,-5.02,,
fda_0829.pdbqt,-5.04,,
fda_0830.pdbqt,-7.57,,
fda_0831.pdbqt,-5.39,,
fda_0832.pdbqt,-6.99,,
fda_0833.pdbqt,-6.97,,
fda_0834.pdbqt,-6.98,,
fda_0835.pdbqt,-7.25,,
fda_0836.pdbqt,-7.14,,
fda_0837.pdbqt,-7.65,,
fda_0838.pdbqt,-7.12,,
fda_0839.pdbqt,-8.14,,
fda_0840.pdbqt,-9.30,-9.30,
fda_0841.pdbqt,-8.50,,
fda_0842.pdbqt,-4.86,,
fda_0843.pdbqt,-3.74,,
fda_0844.pdbqt,-3.85,,
fda_0845.pdbqt,-8.36,,
fda_0846.pdbqt,-8.49,,
fda_0847.pdbqt,-7.37,,
fda_0848.pdbqt,-7.60,,
fda_0849.pdbqt,-8.10,,
fda_0850.pdbqt,-7.41,,
fda_0851.pdbqt,-6.98,,
fda_0852.pdbqt,-7.47,,
fda_0853.pdbqt,-7.24,,
fda_0854.pdbqt,-7.79,,
fda_0855.pdbqt,-8.70,-8.71 (invalid),
fda_0856.pdbqt,-8.55,,
fda_0857.pdbqt,-6.37,,
fda_0858.pdbqt,-6.22,,
fda_0859.pdbqt,-6.18,,
fda_0860.pdbqt,-5.96,,
fda_0861.pdbqt,-7.25,,
fda_0862.pdbqt,-7.46,,
fda_0863.pdbqt,-7.76,,
fda_0864.pdbqt,-8.03,,
fda_0865.pdbqt,-7.80,,
fda_0866.pdbqt,-7.69,,
fda_0867.pdbqt,-7.33,,
fda_0868.pdbqt,-7.62,,
fda_0869.pdbqt,-7.87,,
fda_0870.pdbqt,-8.04,,
fda_0871.pdbqt,-8.33,,
fda_0872.pdbqt,-8.60,-8.78,
fda_0873.pdbqt,-8.38,,
fda_0874.pdbqt,-8.50,,
fda_0875.pdbqt,-8.50,,
fda_0876.pdbqt,-8.97,-9.17,
fda_0877.pdbqt,-4.72,,
fda_0878.pdbqt,-5.07,,
fda_0879.pdbqt,-8.10,,
fda_0880.pdbqt,-7.55,,
fda_0881.pdbqt,-7.99,,
fda_0882.pdbqt,-6.13,,
fda_0883.pdbqt,-6.95 (invalid),,
fda_0884.pdbqt,-6.34,,
fda_0885.pdbqt,-6.20,,
fda_0886.pdbqt,-5.92,,
fda_0887.pdbqt,-7.76,,
fda_0888.pdbqt,-7.32,,
fda_0889.pdbqt,-7.15,,
fda_0890.pdbqt,-7.55,,
fda_0891.pdbqt,-7.93,,
fda_0892.pdbqt,-8.12,,
fda_0893.pdbqt,-7.61,,
fda_0894.pdbqt,-5.09 (invalid),,
fda_0895.pdbqt,-4.84 (invalid),,
fda_0896.pdbqt,-5.11 (invalid),,
fda_0897.pdbqt,-5.04 (invalid),,
fda_0898.pdbqt,-6.10,,
fda_0899.pdbqt,-6.25 (invalid),,
fda_0900.pdbqt,-6.21 (invalid),,
fda_0901.pdbqt,-6.09 (invalid),,
fda_0902.pdbqt,-6.45,,
fda_0903.pdbqt,-6.65,,
fda_0904.pdbqt,-7.09,,
fda_0905.pdbqt,-7.12,,
fda_0906.pdbqt,-7.61,,
fda_0907.pdbqt,-8.01,,
fda_0908.pdbqt,-7.51,,
fda_0909.pdbqt,-8.24,,
fda_0910.pdbqt,-8.80,-8.63,
fda_0911.pdbqt,-7.86,,
fda_0912.pdbqt,-7.01,,
fda_0913.pdbqt,-7.44,,
fda_0914.pdbqt,-7.78,,
fda_0915.pdbqt,-8.10,,
fda_0916.pdbqt,-7.31,,
fda_0917.pdbqt,-8.82,-8.70,
fda_0918.pdbqt,-6.94,,
fda_0919.pdbqt,-7.30,,
fda_0920.pdbqt,-6.70 (invalid),,
fda_0921.pdbqt,-6.49,,
fda_0922.pdbqt,-7.06,,
fda_0923.pdbqt,-7.07,,
fda_0924.pdbqt,-7.18,,
fda_0925.pdbqt,-7.41,,
fda_0926.pdbqt,-7.29,,
fda_0927.pdbqt,-7.03,,
fda_0928.pdbqt,-7.25,,
fda_0929.pdbqt,-7.55,,
fda_0930.pdbqt,-7.85,,
fda_0931.pdbqt,-8.01,,
fda_0932.pdbqt,-7.75,,
fda_0933.pdbqt,-7.38,,
fda_0934.pdbqt,-8.03,,
fda_0935.pdbqt,-7.76,,
fda_0936.pdbqt,-7.56,,
fda_0937.pdbqt,-7.33,,
fda_0938.pdbqt,-8.63,-8.63,
fda_0939.pdbqt,-8.88,-8.86,
fda_0940.pdbqt,-8.43,,
fda_0941.pdbqt,-8.79,-8.79,
fda_0942.pdbqt,-8.83,-8.84,
fda_0943.pdbqt,-9.28,-9.04,
fda_0944.pdbqt,-8.22,,
fda_0945.pdbqt,-8.63,-8.64,
fda_0946.pdbqt,-5.92 (invalid),,
fda_0947.pdbqt,-6.91 (invalid),,
fda_0948.pdbqt,-6.12 (invalid),,
fda_0949.pdbqt,-6.13 (invalid),,
fda_0950.pdbqt,-6.85,,
fda_0951.pdbqt,-7.96 (invalid),,
fda_0952.pdbqt,-8.52,,
fda_0953.pdbqt,-7.56,,
fda_0954.pdbqt,-6.38,,
fda_0955.pdbqt,-6.66,,
fda_0956.pdbqt,-7.38,,
fda_0957.pdbqt,-7.65,,
fda_0958.pdbqt,-7.90,,
fda_0959.pdbqt,-7.75,,
fda_0960.pdbqt,-8.79,-8.82,
fda_0961.pdbqt,-7.79,,
fda_0962.pdbqt,-7.13,,
fda_0963.pdbqt,-7.97,,
fda_0964.pdbqt,-7.86,,
fda_0965.pdbqt,-7.92,,
fda_0966.pdbqt,-7.91,,
fda_0967.pdbqt,-8.09,,
fda_0968.pdbqt,-9.23,-9.25,
fda_0969.pdbqt,-8.71,-8.68,
fda_0970.pdbqt,-7.45,,
fda_0971.pdbqt,-8.36,,
fda_0972.pdbqt,-8.25,,
fda_0973.pdbqt,-7.75,,
fda_0974.pdbqt,-6.86,,
fda_0975.pdbqt,-7.67,,
fda_0976.pdbqt,-6.66,,
fda_0977.pdbqt,-7.37,,
fda_0978.pdbqt,-8.70,-8.75,
fda_0979.pdbqt,-8.53,,
fda_0980.pdbqt,-8.13,,
fda_0981.pdbqt,-8.27,,
fda_0982.pdbqt,-7.10,,
fda_0983.pdbqt,-7.08,,
fda_0984.pdbqt,-7.12,,
fda_0985.pdbqt,-7.88,,
fda_0986.pdbqt,-7.04,,
fda_0987.pdbqt,-7.75,,
fda_0988.pdbqt,-7.55,,
fda_0989.pdbqt,-7.75,,
fda_0990.pdbqt,-8.37,,
fda_0991.pdbqt,-7.32,,
fda_0992.pdbqt,-7.60,,
fda_0993.pdbqt,-7.12,,
fda_0994.pdbqt,-8.32,,
fda_0995.pdbqt,-8.89,-8.88,
fda_0996.pdbqt,-7.01,,
fda_0997.pdbqt,-7.73,,
fda_0998.pdbqt,-8.34,,
fda_0999.pdbqt,-7.90,,
fda_1000.pdbqt,-7.86 (invalid),,
fda_1001.pdbqt,-8.25,,
fda_1002.pdbqt,-8.29,,
fda_1003.pdbqt,-7.88,,
fda_1004.pdbqt,-7.67,,
fda_1005.pdbqt,-7.07,,
fda_1006.pdbqt,-7.25,,
fda_1007.pdbqt,-7.23,,
fda_1008.pdbqt,-6.69,,
fda_1009.pdbqt,-6.85,,
fda_1010.pdbqt,-6.68,,
fda_1011.pdbqt,-6.70,,
fda_1012.pdbqt,-7.53,,
fda_1013.pdbqt,-7.43,,
fda_1014.pdbqt,-7.58,,
fda_1015.pdbqt,-7.17,,
fda_1016.pdbqt,-7.20,,
fda_1017.pdbqt,-7.44,,
fda_1018.pdbqt,-6.94,,
fda_1019.pdbqt,-6.57,,
fda_1020.pdbqt,-6.53,,
fda_1021.pdbqt,-6.06,,
fda_1022.pdbqt,-6.61,,
fda_1023.pdbqt,-6.32,,
fda_1024.pdbqt,-6.21,,
fda_1025.pdbqt,-7.51,,
fda_1026.pdbqt,-7.40,,
fda_1027.pdbqt,-6.44,,
fda_1028.pdbqt,-5.69,,
fda_1029.pdbqt,-6.37,,
fda_1030.pdbqt,-6.53,,
fda_1031.pdbqt,-6.25,,
fda_1032.pdbqt,-6.73,,
fda_1033.pdbqt,-8.16,,
fda_1034.pdbqt,-7.00,,
fda_1035.pdbqt,-6.78,,
fda_1036.pdbqt,-5.77,,
fda_1037.pdbqt,-6.77,,
fda_1038.pdbqt,-6.99,,
fda_1039.pdbqt,-7.02,,
fda_1040.pdbqt,-7.12,,
fda_1041.pdbqt,-7.67,,
fda_1042.pdbqt,-7.70,,
fda_1043.pdbqt,-7.80,,
fda_1044.pdbqt,-8.04,,
fda_1045.pdbqt,-6.90,,
fda_1046.pdbqt,-8.25,,
fda_1047.pdbqt,-7.95,,
fda_1048.pdbqt,-7.84,,
fda_1049.pdbqt,-7.61,,
fda_1050.pdbqt,-7.79,,
fda_1051.pdbqt,-5.42,,
fda_1052.pdbqt,-7.44,,
fda_1053.pdbqt,-6.23,,
fda_1054.pdbqt,-7.41,,
fda_1055.pdbqt,-6.50,,
fda_1056.pdbqt,-6.37,,
fda_1057.pdbqt,-7.62,,
fda_1058.pdbqt,-6.33,,
fda_1059.pdbqt,-7.54,,
fda_1060.pdbqt,-7.13,,
fda_1061.pdbqt,-7.57,,
fda_1062.pdbqt,-7.19,,
fda_1063.pdbqt,-7.56,,
fda_1064.pdbqt,-7.71,,
fda_1065.pdbqt,-7.81,,
fda_1066.pdbqt,-7.86,,
fda_1067.pdbqt,-7.62,,
fda_1068.pdbqt,-7.81,,
fda_1069.pdbqt,-8.27,,
fda_1070.pdbqt,-8.33,,
fda_1071.pdbqt,-8.26,,
fda_1072.pdbqt,-7.96,,
fda_1073.pdbqt,-7.79,,
fda_1074.pdbqt,-7.89,,
fda_1075.pdbqt,-7.84,,
fda_1076.pdbqt,-7.60,,
fda_1077.pdbqt,-7.51,,
fda_1078.pdbqt,-7.41,,
fda_1079.pdbqt,-7.27,,
fda_1080.pdbqt,-7.91,,
fda_1081.pdbqt,-6.60,,
fda_1082.pdbqt,-5.36,,
fda_1083.pdbqt,-6.56,,
fda_1084.pdbqt,-7.18 (invalid),,
fda_1085.pdbqt,-6.94,,
fda_1086.pdbqt,-7.35,,
fda_1087.pdbqt,-6.70,,
fda_1088.pdbqt,-7.66 (invalid),,
fda_1089.pdbqt,-4.51,,
fda_1090.pdbqt,-7.93,,
fda_1091.pdbqt,-7.48,,
fda_1092.pdbqt,-7.19,,
fda_1093.pdbqt,-7.03,,
fda_1094.pdbqt,-7.28,,
fda_1095.pdbqt,-7.40,,
fda_1096.pdbqt,-7.09,,
fda_1097.pdbqt,-6.89,,
fda_1098.pdbqt,-6.85,,
fda_1099.pdbqt,-7.51,,
fda_1100.pdbqt,-7.18,,
fda_1101.pdbqt,-7.33,,
fda_1102.pdbqt,-7.63,,
fda_1103.pdbqt,-7.95,,
fda_1104.pdbqt,-7.19,,
fda_1105.pdbqt,-7.98,,
fda_1106.pdbqt,-7.29,,
fda_1107.pdbqt,-6.42,,
fda_1108.pdbqt,-6.09,,
fda_1109.pdbqt,-6.22,,
fda_1110.pdbqt,-6.30,,
fda_1111.pdbqt,-7.60,,
fda_1112.pdbqt,-7.69,,
fda_1113.pdbqt,-7.80 (invalid),,
fda_1114.pdbqt,-8.26,,
fda_1115.pdbqt,-7.62,,
fda_1116.pdbqt,-8.15,,
fda_1117.pdbqt,-7.77,,
fda_1118.pdbqt,-5.21 (invalid),,
fda_1119.pdbqt,-5.10 (invalid),,
fda_1120.pdbqt,-6.90,,
fda_1121.pdbqt,-7.30,,
fda_1122.pdbqt,-8.10,,
fda_1123.pdbqt,-7.79,,
fda_1124.pdbqt,-7.23,,
fda_1125.pdbqt,-8.28,,
fda_1126.pdbqt,-8.26,,
fda_1127.pdbqt,-9.06,-8.98 (invalid),
fda_1128.pdbqt,-9.02,-9.04,
fda_1129.pdbqt,-7.42,,
fda_1130.pdbqt,-7.66,,
fda_1131.pdbqt,-8.91,-8.88,
fda_1132.pdbqt,-8.22 (invalid),,
fda_1133.pdbqt,-7.37,,
fda_1134.pdbqt,-7.99,,
fda_1135.pdbqt,-7.63,,
fda_1136.pdbqt,-7.63,,
fda_1137.pdbqt,-8.32,,
fda_1138.pdbqt,-8.51,,
fda_1139.pdbqt,-8.18,,
fda_1140.pdbqt,-9.25,-7.80,
fda_1141.pdbqt,-7.29,,
fda_1142.pdbqt,-7.80,,
fda_1143.pdbqt,-7.32,,
fda_1144.pdbqt,-7.09,,
fda_1145.pdbqt,-7.46,,
fda_1146.pdbqt,-7.89,,
fda_1147.pdbqt,-6.13,,
fda_1148.pdbqt,-6.14,,
fda_1149.pdbqt,-6.64,,
fda_1150.pdbqt,-6.53,,
fda_1151.pdbqt,-6.00 (invalid),,
fda_1152.pdbqt,-6.16 (invalid),,
fda_1153.pdbqt,-6.24,,
fda_1154.pdbqt,-6.32,,
fda_1155.pdbqt,-7.05,,
fda_1156.pdbqt,-5.03,,
fda_1157.pdbqt,-7.27,,
fda_1158.pdbqt,-8.72,-9.12,
fda_1159.pdbqt,-8.82,-8.84,
fda_1160.pdbqt,-9.03,-8.94,
fda_1161.pdbqt,-8.40,,
fda_1162.pdbqt,-6.93,,
fda_1163.pdbqt,-7.49,,
fda_1164.pdbqt,-8.39,,
fda_1165.pdbqt,-7.70,,
fda_1166.pdbqt,-7.71,,
fda_1167.pdbqt,-7.75,,
fda_1168.pdbqt,-7.90,,
fda_1169.pdbqt,-7.91,,
fda_1170.pdbqt,-8.33,,
fda_1171.pdbqt,-6.99,,
fda_1172.pdbqt,-7.24,,
fda_1173.pdbqt,-7.42,,
fda_1174.pdbqt,-8.64,-8.62,
fda_1175.pdbqt,-8.36,,
fda_1176.pdbqt,-8.37,,
fda_1177.pdbqt,-6.54,,
fda_1178.pdbqt,-6.58,,
fda_1179.pdbqt,-5.85,,
fda_1180.pdbqt,-5.97,,
fda_1181.pdbqt,-6.19,,
fda_1182.pdbqt,-6.51,,
fda_1183.pdbqt,-7.12,,
fda_1184.pdbqt,-8.18,,
fda_1185.pdbqt,-7.29,,
fda_1186.pdbqt,-7.09,,
fda_1187.pdbqt,-7.22,,
fda_1188.pdbqt,-6.96,,
fda_1189.pdbqt,-7.47,,
fda_1190.pdbqt,-7.29,,
fda_1191.pdbqt,-7.52,,
fda_1192.pdbqt,-6.98,,
fda_1193.pdbqt,-7.61 (invalid),,
fda_1194.pdbqt,-3.13,,
fda_1195.pdbqt,-3.75,,
fda_1196.pdbqt,-6.42,,
fda_1197.pdbqt,-6.63,,
fda_1198.pdbqt,-7.45,,
fda_1199.pdbqt,-7.53,,
fda_1200.pdbqt,-7.17,,
fda_1201.pdbqt,-7.33,,
fda_1202.pdbqt,-5.38,,
fda_1203.pdbqt,-6.69,,
fda_1204.pdbqt,-6.93,,
fda_1205.pdbqt,-9.46,-9.28,
fda_1206.pdbqt,-8.88,-9.05,
fda_1207.pdbqt,-9.29,-9.46,
fda_1208.pdbqt,-5.67,,
fda_1209.pdbqt,-5.63,,
fda_1210.pdbqt,-7.63,,
fda_1211.pdbqt,-7.60,,
fda_1212.pdbqt,-8.16,,
fda_1213.pdbqt,-7.91,,
fda_1214.pdbqt,-7.04,,
fda_1215.pdbqt,-7.48,,
fda_1216.pdbqt,-7.58,,
fda_1217.pdbqt,-7.07,,
fda_1218.pdbqt,-7.53,,
fda_1219.pdbqt,-7.27,,
fda_1220.pdbqt,-7.09,,
fda_1221.pdbqt,-4.77 (invalid),,
fda_1222.pdbqt,-5.54,,
fda_1223.pdbqt,-5.92,,
fda_1224.pdbqt,-6.60,,
fda_1225.pdbqt,-6.42,,
fda_1226.pdbqt,-7.67,,
fda_1227.pdbqt,-7.53,,
fda_1228.pdbqt,-7.87,,
fda_1229.pdbqt,-7.58,,
fda_1230.pdbqt,-6.31,,
fda_1231.pdbqt,-6.47,,
fda_1232.pdbqt,-6.49,,
fda_1233.pdbqt,-6.67,,
fda_1234.pdbqt,-6.15,,
fda_1235.pdbqt,-9.11,-9.15,
fda_1236.pdbqt,-8.72,-8.49,
fda_1237.pdbqt,-9.67,-9.64,
fda_1238.pdbqt,-8.87,-8.83,
fda_1239.pdbqt,-4.87,,
fda_1240.pdbqt,-5.97,,
fda_1241.pdbqt,-8.02,,
fda_1242.pdbqt,-6.36,,
fda_1243.pdbqt,-7.32,,
fda_1244.pdbqt,-9.45,-9.51,
fda_1245.pdbqt,-7.18,,
fda_1246.pdbqt,-7.96,,
fda_1247.pdbqt,-6.24,,
fda_1248.pdbqt,-7.24,,
fda_1249.pdbqt,-5.73,,
fda_1250.pdbqt,-5.98,,
fda_1251.pdbqt,-5.70,,
fda_1252.pdbqt,-5.65 (invalid),,
fda_1253.pdbqt,-7.37,,
fda_1254.pdbqt,-4.69 (invalid),,
fda_1255.pdbqt,-4.70 (invalid),,
fda_1256.pdbqt,-4.71,,
fda_1257.pdbqt,-4.81 (invalid),,
fda_1258.pdbqt,-7.74 (invalid),,
fda_1259.pdbqt,-7.42,,
fda_1260.pdbqt,-7.53 (invalid),,
fda_1261.pdbqt,-7.45,,
fda_1262.pdbqt,-7.80,,
fda_1263.pdbqt,-8.29,,
fda_1264.pdbqt,-8.89,-8.87,
fda_1265.pdbqt,-8.09,,
fda_1266.pdbqt,-7.40,,
fda_1267.pdbqt,-5.88 (invalid),,
fda_1268.pdbqt,-5.48,,
fda_1269.pdbqt,-7.24,,
fda_1270.pdbqt,-5.80,,
fda_1271.pdbqt,-8.02,,
fda_1272.pdbqt,-6.89,,
fda_1273.pdbqt,-4.50 (invalid),,
fda_1274.pdbqt,-4.49,,
fda_1275.pdbqt,-7.01,,
fda_1276.pdbqt,-8.09,,
fda_1277.pdbqt,-7.58 (invalid),,
fda_1278.pdbqt,-7.49,,
fda_1279.pdbqt,-5.64 (invalid),,
fda_1280.pdbqt,-7.80,,
fda_1281.pdbqt,-5.09,,
fda_1282.pdbqt,-6.19,,
fda_1283.pdbqt,-7.64,,
fda_1284.pdbqt,-7.36,,
fda_1285.pdbqt,-7.59,,
fda_1286.pdbqt,-7.98,,
fda_1287.pdbqt,-7.57,,
fda_1288.pdbqt,-7.09,,
fda_1289.pdbqt,-7.35,,
fda_1290.pdbqt,-7.04,,
fda_1291.pdbqt,-7.10,,
fda_1292.pdbqt,-8.25 (invalid),,
fda_1293.pdbqt,-9.01,-7.94,
fda_1294.pdbqt,-7.30 (invalid),,
fda_1295.pdbqt,-5.53,,
fda_1296.pdbqt,-4.29,,
fda_1297.pdbqt,-6.35,,
fda_1298.pdbqt,-6.96,,
fda_1299.pdbqt,-5.81,,
fda_1300.pdbqt,-5.54,,
fda_1301.pdbqt,-5.53,,
fda_1302.pdbqt,-6.13,,
fda_1303.pdbqt,-6.90,,
fda_1304.pdbqt,-6.12,,
fda_1305.pdbqt,-8.18,,
fda_1306.pdbqt,-6.68,,
fda_1307.pdbqt,-6.52,,
fda_1308.pdbqt,-6.41,,
fda_1309.pdbqt,-8.06,,
fda_1310.pdbqt,-6.49,,
fda_1311.pdbqt,-6.98,,
fda_1312.pdbqt,-5.19,,
fda_1313.pdbqt,-5.04,,
fda_1314.pdbqt,-5.79,,
fda_1315.pdbqt,-6.59,,
fda_1316.pdbqt,-7.08,,
fda_1317.pdbqt,-6.89,,
fda_1318.pdbqt,-7.31,,
fda_1319.pdbqt,-3.28,,
fda_1320.pdbqt,-6.78,,
fda_1321.pdbqt,-6.65,,
fda_1322.pdbqt,-7.19,,
fda_1323.pdbqt,-7.43,,
fda_1324.pdbqt,-7.87,,
fda_1325.pdbqt,-7.50,,
fda_1326.pdbqt,-7.77,,
fda_1327.pdbqt,-6.98,,
fda_1328.pdbqt,-6.62,,
fda_1329.pdbqt,-6.55,,
fda_1330.pdbqt,-8.49,,
fda_1331.pdbqt,-7.46,,
fda_1332.pdbqt,-4.07,,
fda_1333.pdbqt,-6.47,,
fda_1334.pdbqt,-7.67,,
fda_1335.pdbqt,-5.73,,
fda_1336.pdbqt,-6.77,,
fda_1337.pdbqt,-5.36 (invalid),,
fda_1338.pdbqt,-7.37,,
fda_1339.pdbqt,-8.19,,
fda_1340.pdbqt,-7.67,,
fda_1341.pdbqt,-5.98 (invalid),,
fda_1342.pdbqt,-7.14,,
fda_1343.pdbqt,-6.65,,
