stage,ligand,score,valid,reason,heavy_atoms,le,self_rmsd,pains_flag
stage1,rdk_0000576.pdbqt,-8.33,1,,28,0.2975,,0
stage1,rdk_0000631.pdbqt,-4.93,1,,12,0.4110,,0
stage1,rdk_0004703.pdbqt,-5.13,1,,10,0.5135,,0
stage1,rdk_0003464.pdbqt,-5.61,1,,15,0.3739,,0
stage1,rdk_0002070.pdbqt,-7.31,1,,14,0.5221,,0
stage1,rdk_0000176.pdbqt,-6.42,1,,24,0.2674,,0
stage1,rdk_0000252.pdbqt,-7.72,1,,29,0.2661,,0
stage1,rdk_0000351.pdbqt,-7.22,1,,20,0.3612,,0
stage1,rdk_0003407.pdbqt,-8.71,1,,22,0.3957,,0
stage1,rdk_0002638.pdbqt,-5.97,1,,14,0.4264,,0
stage1,rdk_0004806.pdbqt,-6.17,1,,11,0.5611,,0
stage1,rdk_0003243.pdbqt,-8.59,1,,40,0.2148,,0
stage1,rdk_0001633.pdbqt,-9.49,1,,33,0.2875,3.97,0
stage1,rdk_0001225.pdbqt,-6.71,1,,15,0.4472,,0
stage1,rdk_0003220.pdbqt,-11.02,1,,27,0.4081,,0
stage1,rdk_0002910.pdbqt,-8.05,1,,34,0.2366,2.95,0
stage1,rdk_0002316.pdbqt,-7.09,1,,35,0.2027,,0
stage1,rdk_0004869.pdbqt,-7.09,1,,28,0.2534,,0
stage1,rdk_0002657.pdbqt,-4.29,1,,9,0.4772,,0
stage1,rdk_0003693.pdbqt,-7.72,1,,34,0.2272,2.34,0
stage1,rdk_0001229.pdbqt,-6.46,1,,23,0.2810,,0
stage1,rdk_0003512.pdbqt,-7.43,1,,40,0.1857,2.32,0
stage1,rdk_0003826.pdbqt,-5.68,1,,24,0.2368,,0
stage1,rdk_0004124.pdbqt,-7.56,1,,17,0.4448,,0
stage1,rdk_0004044.pdbqt,-7.68,1,,22,0.3490,2.55,0
stage1,rdk_0002931.pdbqt,-7.43,1,,26,0.2859,2.49,0
stage1,rdk_0004200.pdbqt,-7.67,1,,26,0.2951,,0
stage1,rdk_0001326.pdbqt,-8.16,1,,23,0.3549,,0
stage1,rdk_0000088.pdbqt,-5.87,1,,25,0.2348,,0
stage1,rdk_0003524.pdbqt,-8.71,1,,46,0.1893,3.25,0
stage1,rdk_0001764.pdbqt,-8.45,1,,37,0.2285,,0
stage1,rdk_0003895.pdbqt,-8.13,1,,33,0.2465,2.37,0
stage1,rdk_0001752.pdbqt,-6.27,1,,55,0.1141,,0
stage1,rdk_0004166.pdbqt,-9.71,1,,34,0.2855,2.33,0
stage1,rdk_0000858.pdbqt,-8.53,1,,25,0.3412,,0
stage1,rdk_0002470.pdbqt,-7.58,1,,14,0.5412,,0
stage1,rdk_0002354.pdbqt,-6.33,1,,17,0.3726,,0
stage1,rdk_0002013.pdbqt,-8.42,1,,28,0.3007,2.31,0
stage1,rdk_0000119.pdbqt,-7.87,1,,25,0.3147,3.83,0
stage1,rdk_0003723.pdbqt,-7.40,1,,23,0.3216,2.05,0
stage1,rdk_0000079.pdbqt,-7.14,1,,18,0.3966,,0
stage1,rdk_0002081.pdbqt,-6.24,1,,23,0.2711,2.36,0
stage1,rdk_0003125.pdbqt,-8.35,1,,37,0.2257,,0
stage1,rdk_0003508.pdbqt,-7.65,1,,25,0.3060,,0
stage1,rdk_0003929.pdbqt,-4.25,1,,9,0.4726,,0
stage1,rdk_0001625.pdbqt,-6.73,1,,21,0.3205,,0
stage1,rdk_0004048.pdbqt,-4.63,1,,8,0.5791,,0
stage1,rdk_0000332.pdbqt,-6.87,1,,23,0.2986,,0
stage1,rdk_0001002.pdbqt,-7.72,1,,20,0.3858,,0
stage1,rdk_0002573.pdbqt,-6.11,1,,20,0.3053,,0
stage1,rdk_0002582.pdbqt,-8.01,1,,25,0.3204,,0
stage1,rdk_0000484.pdbqt,-5.68,1,,12,0.4736,,0
stage1,rdk_0004292.pdbqt,-7.87,1,,22,0.3576,,0
stage1,rdk_0000705.pdbqt,-9.97,1,,49,0.2035,4.44,0
stage1,rdk_0004692.pdbqt,-8.14,1,,18,0.4521,,0
stage1,rdk_0002238.pdbqt,-7.89,1,,22,0.3585,,0
stage1,rdk_0001402.pdbqt,-7.22,1,,21,0.3436,,0
stage1,rdk_0001501.pdbqt,-6.86,1,,21,0.3266,2.19,0
stage1,rdk_0001090.pdbqt,-7.87,1,,23,0.3423,,0
stage1,rdk_0000231.pdbqt,-6.77,1,,18,0.3760,,0
stage1,rdk_0003567.pdbqt,-7.38,1,,21,0.3514,,0
stage1,rdk_0001727.pdbqt,-5.22,1,,52,0.1004,,0
stage1,rdk_0001204.pdbqt,-5.68,1,,12,0.4731,,0
stage1,rdk_0004448.pdbqt,-7.03,1,,27,0.2605,2.64,0
stage1,rdk_0000084.pdbqt,-7.36,1,,22,0.3345,2.06,0
stage1,rdk_0002784.pdbqt,-9.19,1,,35,0.2625,2.46,0
stage1,rdk_0000475.pdbqt,-7.83,1,,38,0.2061,2.08,0
stage1,rdk_0004827.pdbqt,-6.93,1,,18,0.3851,,0
stage1,rdk_0003108.pdbqt,-9.69,1,,26,0.3727,,0
stage1,rdk_0002552.pdbqt,-6.77,1,,10,0.6772,,0
stage1,rdk_0003129.pdbqt,-7.20,1,,19,0.3791,2.05,0
stage1,rdk_0000416.pdbqt,-6.85,1,,23,0.2980,,0
stage1,rdk_0001593.pdbqt,-5.64,1,,19,0.2969,2.11,0
stage1,rdk_0001707.pdbqt,-6.27,1,,21,0.2986,,0
stage1,rdk_0004905.pdbqt,-8.46,1,,29,0.2919,2.35,0
stage1,rdk_0001349.pdbqt,-7.10,1,,23,0.3086,,0
stage1,rdk_0004791.pdbqt,-7.12,1,,21,0.3392,2.17,0
stage1,rdk_0002676.pdbqt,-6.47,1,,17,0.3808,,0
stage1,rdk_0002051.pdbqt,-7.51,1,,26,0.2888,,0
stage1,rdk_0000627.pdbqt,-9.08,1,,39,0.2328,3.50,0
stage1,rdk_0002028.pdbqt,-8.34,1,,48,0.1738,2.64,0
stage1,rdk_0002215.pdbqt,-7.71,1,,35,0.2203,3.11,0
stage1,rdk_0000381.pdbqt,-6.93,1,,21,0.3301,,0
stage1,rdk_0002754.pdbqt,-6.91,1,,25,0.2762,2.59,0
stage1,rdk_0002619.pdbqt,-7.17,1,,14,0.5120,,0
stage1,rdk_0002375.pdbqt,-7.47,1,,15,0.4979,,0
stage1,rdk_0000187.pdbqt,-7.13,1,,26,0.2744,,0
stage1,rdk_0000037.pdbqt,-5.56,1,,12,0.4631,,0
stage1,rdk_0003340.pdbqt,-8.04,1,,22,0.3655,2.28,0
stage1,rdk_0004406.pdbqt,-8.36,1,,19,0.4402,,0
stage1,rdk_0003323.pdbqt,-11.38,1,,38,0.2994,2.84,0
stage1,rdk_0000115.pdbqt,-7.38,1,,26,0.2837,,0
stage1,rdk_0001920.pdbqt,-8.84,1,,24,0.3682,2.07,0
stage1,rdk_0004722.pdbqt,-6.78,1,,18,0.3766,2.27,0
stage1,rdk_0003761.pdbqt,-4.54,1,,9,0.5048,,0
stage1,rdk_0000534.pdbqt,-7.65,1,,20,0.3825,,0
stage1,rdk_0000957.pdbqt,-7.61,1,,35,0.2175,2.62,0
stage1,rdk_0004027.pdbqt,-6.70,1,,18,0.3723,3.22,0
stage1,rdk_0004105.pdbqt,-6.15,1,,19,0.3236,2.26,0
stage1,rdk_0003167.pdbqt,-9.42,1,,33,0.2853,2.43,0
stage1,rdk_0003445.pdbqt,-6.29,1,,10,0.6288,,0
stage1,rdk_0004220.pdbqt,-9.24,1,,45,0.2054,3.37,0
stage1,rdk_0002388.pdbqt,-7.70,1,,26,0.2963,,0
stage1,rdk_0004524.pdbqt,-7.60,1,,46,0.1653,,0
stage1,rdk_0004391.pdbqt,-8.84,1,,29,0.3048,,0
stage1,rdk_0002973.pdbqt,-8.12,1,,27,0.3006,,0
stage1,rdk_0002257.pdbqt,-8.11,1,,29,0.2797,2.40,0
stage1,rdk_0004303.pdbqt,-8.79,1,,30,0.2930,2.50,0
stage1,rdk_0000837.pdbqt,-8.31,1,,30,0.2769,3.04,0
stage1,rdk_0001423.pdbqt,-6.82,1,,22,0.3099,2.08,0
stage1,rdk_0001296.pdbqt,-6.74,1,,13,0.5185,,0
stage1,rdk_0004069.pdbqt,-6.89,1,,13,0.5297,,0
stage1,rdk_0001696.pdbqt,-7.94,1,,13,0.6108,,0
stage1,rdk_0004279.pdbqt,-8.49,1,,44,0.1931,,0
stage1,rdk_0000732.pdbqt,-5.77,1,,18,0.3204,2.28,0
stage1,rdk_0002952.pdbqt,-8.86,1,,33,0.2686,2.87,0
stage1,rdk_0000075.pdbqt,-7.65,1,,27,0.2835,2.53,0
stage1,rdk_0000437.pdbqt,-8.27,1,,25,0.3309,,0
stage1,rdk_0001368.pdbqt,-7.52,1,,22,0.3420,,0
stage1,rdk_0000934.pdbqt,-6.46,1,,30,0.2155,,0
stage1,rdk_0001823.pdbqt,-9.31,1,,38,0.2450,,0
stage1,rdk_0004094.pdbqt,-8.91,1,,20,0.4457,,0
stage1,rdk_0004621.pdbqt,-5.66,1,,8,0.7077,,0
stage1,rdk_0004663.pdbqt,-8.35,1,,32,0.2609,2.44,0
stage1,rdk_0001993.pdbqt,-7.88,1,,20,0.3941,,0
stage1,rdk_0004469.pdbqt,-8.07,1,,23,0.3508,2.10,0
stage1,rdk_0001901.pdbqt,-4.73,1,,10,0.4729,,0
stage1,rdk_0000134.pdbqt,-7.56,1,,26,0.2908,,0
stage1,rdk_0000879.pdbqt,-8.29,1,,22,0.3766,,0
stage1,rdk_0002775.pdbqt,-8.02,1,,20,0.4012,,0
stage1,rdk_0003262.pdbqt,-7.18,1,,24,0.2994,,0
stage1,rdk_0004006.pdbqt,-6.86,1,,10,0.6856,,0
stage1,rdk_0001307.pdbqt,-7.81,1,,24,0.3255,,0
stage1,rdk_0004505.pdbqt,-6.36,1,,15,0.4241,,0
stage1,rdk_0000515.pdbqt,-8.24,1,,39,0.2112,,0
stage1,rdk_0001395.pdbqt,-8.53,1,,20,0.4265,,0
stage1,rdk_0003946.pdbqt,-7.91,1,,24,0.3295,2.02,0
stage1,rdk_0003546.pdbqt,-7.88,1,,26,0.3031,,0
stage1,rdk_0000479.pdbqt,-7.93,1,,34,0.2334,2.12,0
stage1,rdk_0000884.pdbqt,-7.40,1,,23,0.3219,,0
stage1,rdk_0003064.pdbqt,-7.14,1,,30,0.2379,3.33,0
stage1,rdk_0000313.pdbqt,-7.05,1,,25,0.2820,2.60,0
stage1,rdk_0001978.pdbqt,-5.57,1,,36,0.1548,3.58,0
stage1,rdk_0000610.pdbqt,-6.99,1,,24,0.2912,2.78,0
stage1,rdk_0003967.pdbqt,-7.68,1,,28,0.2742,,0
stage1,rdk_0002870.pdbqt,-6.78,1,,15,0.4519,,0
stage1,rdk_0002219.pdbqt,-8.99,1,,31,0.2901,,0
stage1,rdk_0004754.pdbqt,-5.00,1,,11,0.4549,,0
stage1,rdk_0000976.pdbqt,-8.41,1,,44,0.1912,,0
stage1,rdk_0002524.pdbqt,-6.68,1,,17,0.3932,,0
stage1,rdk_0003596.pdbqt,-6.84,1,,31,0.2205,2.74,0
stage1,rdk_0003550.pdbqt,-7.16,1,,39,0.1836,2.99,0
stage1,rdk_0000058.pdbqt,-7.16,1,,23,0.3113,2.35,0
stage1,rdk_0000915.pdbqt,-6.61,1,,26,0.2541,2.64,0
stage1,rdk_0000816.pdbqt,-7.96,1,,22,0.3617,,0
stage1,rdk_0000016.pdbqt,-8.65,1,,36,0.2403,3.96,0
stage1,rdk_0001272.pdbqt,-6.13,1,,19,0.3225,,0
stage1,rdk_0001874.pdbqt,-7.14,1,,24,0.2975,,0
stage1,rdk_0003899.pdbqt,-8.94,1,,35,0.2555,2.03,0
stage1,rdk_0004173.pdbqt,-5.87,1,,11,0.5335,,0
stage1,rdk_0003099.pdbqt,-11.52,1,,39,0.2953,2.30,0
stage1,rdk_0001890.pdbqt,-8.92,1,,25,0.3569,3.33,0
stage1,rdk_0001889.pdbqt,-7.08,1,,18,0.3936,,0
stage1,rdk_0004257.pdbqt,-6.86,1,,19,0.3613,2.11,0
stage1,rdk_0000987.pdbqt,-7.66,1,,31,0.2471,2.40,0
stage1,rdk_0002692.pdbqt,-5.83,1,,10,0.5827,,0
stage1,rdk_0002905.pdbqt,-6.90,1,,12,0.5747,,0
stage1,rdk_0000458.pdbqt,-9.69,1,,33,0.2936,,0
stage1,rdk_0001802.pdbqt,-9.83,1,,31,0.3172,3.30,0
stage1,rdk_0001023.pdbqt,-5.77,1,,18,0.3208,,0
stage1,rdk_0002276.pdbqt,-7.75,1,,29,0.2672,,0
stage1,rdk_0001753.pdbqt,-8.68,1,,52,0.1669,2.43,0
stage1,rdk_0000365.pdbqt,-7.03,1,,13,0.5409,,0
stage1,rdk_0002303.pdbqt,-8.11,1,,23,0.3527,,0
stage1,rdk_0003495.pdbqt,-6.78,1,,27,0.2510,2.36,0
stage1,rdk_0000609.pdbqt,-10.32,1,,23,0.4487,,0
stage1,rdk_0001782.pdbqt,-7.37,1,,58,0.1271,4.04,0
stage1,rdk_0003286.pdbqt,-6.36,1,,15,0.4237,,0
stage1,rdk_0001156.pdbqt,-5.74,1,,17,0.3375,,0
stage1,rdk_0000713.pdbqt,-9.35,1,,25,0.3740,2.62,0
stage1,rdk_0003499.pdbqt,-6.78,1,,32,0.2118,2.06,0
stage1,rdk_0004238.pdbqt,-7.48,1,,15,0.4986,,0
stage1,rdk_0001840.pdbqt,-7.11,1,,32,0.2221,2.03,0
stage1,rdk_0001520.pdbqt,-6.69,1,,24,0.2789,2.57,0
stage1,rdk_0004322.pdbqt,-6.53,1,,25,0.2613,2.37,0
stage1,rdk_0001139.pdbqt,-10.99,1,,23,0.4779,,0
stage1,rdk_0002173.pdbqt,-6.97,1,,30,0.2323,2.50,0
stage1,rdk_0001539.pdbqt,-3.53,1,,7,0.5044,,0
stage1,rdk_0003033.pdbqt,-3.56,1,,5,0.7116,,0
stage1,rdk_0004848.pdbqt,-10.07,1,,32,0.3146,2.04,0
stage1,rdk_0003864.pdbqt,-7.56,1,,30,0.2520,,0
stage1,rdk_0002894.pdbqt,-8.13,1,,17,0.4781,,0
stage1,rdk_0001604.pdbqt,-8.24,1,,22,0.3747,2.20,0
stage1,rdk_0002851.pdbqt,-8.98,1,,37,0.2426,3.28,0
stage1,rdk_0004494.pdbqt,-10.62,1,,31,0.3427,2.54,0
stage1,rdk_0002451.pdbqt,-6.10,1,,24,0.2543,3.33,0
stage1,rdk_0002391.pdbqt,-8.20,1,,26,0.3152,,0
stage1,rdk_0001748.pdbqt,-7.91,1,,54,0.1464,2.20,0
stage1,rdk_0002791.pdbqt,-7.39,1,,17,0.4345,2.04,0
stage1,rdk_0000142.pdbqt,-7.43,1,,22,0.3378,,0
stage1,rdk_0004657.pdbqt,-6.02,1,,9,0.6691,,0
stage1,rdk_0004597.pdbqt,-6.41,1,,21,0.3053,,0
stage1,rdk_0003911.pdbqt,-8.55,1,,18,0.4748,,0
stage1,rdk_0000398.pdbqt,-7.61,1,,27,0.2817,,0
stage1,rdk_0000860.pdbqt,-8.77,1,,25,0.3508,,0
stage1,rdk_0001371.pdbqt,-6.88,1,,17,0.4044,,0
stage1,rdk_0003983.pdbqt,-5.67,1,,10,0.5672,,0
stage1,rdk_0000041.pdbqt,-8.20,1,,24,0.3418,,0
stage1,rdk_0002124.pdbqt,-8.23,1,,22,0.3741,,0
stage1,rdk_0003740.pdbqt,-8.85,1,,35,0.2529,2.92,0
stage1,rdk_0004197.pdbqt,-7.54,1,,29,0.2602,2.66,0
stage1,rdk_0003778.pdbqt,-7.06,1,,28,0.2521,2.01,0
stage1,rdk_0001726.pdbqt,-5.18,1,,46,0.1127,,0
stage1,rdk_0004898.pdbqt,-6.73,1,,56,0.1202,,0
stage1,rdk_0000542.pdbqt,-8.15,1,,29,0.2811,2.24,0
stage1,rdk_0001120.pdbqt,-7.20,1,,31,0.2321,2.23,0
stage1,rdk_0001055.pdbqt,-8.85,1,,19,0.4659,,0
stage1,rdk_0002806.pdbqt,-8.63,1,,15,0.5753,,0
stage1,rdk_0004070.pdbqt,-8.49,1,,20,0.4245,,0
stage1,rdk_0001672.pdbqt,-6.53,1,,17,0.3839,2.28,0
stage1,rdk_0000765.pdbqt,-8.24,1,,25,0.3294,,0
stage1,rdk_0003614.pdbqt,-8.42,1,,29,0.2903,,0
stage1,rdk_0000563.pdbqt,-8.25,1,,23,0.3589,,0
stage1,rdk_0003812.pdbqt,-9.04,1,,24,0.3767,,0
stage1,rdk_0003530.pdbqt,-8.16,1,,29,0.2813,,0
stage1,rdk_0003833.pdbqt,-6.64,1,,13,0.5105,,0
stage1,rdk_0001118.pdbqt,-5.43,1,,12,0.4528,,0
stage1,rdk_0002069.pdbqt,-7.51,1,,14,0.5366,,0
stage1,rdk_0000060.pdbqt,-4.32,1,,13,0.3324,2.01,0
stage1,rdk_0000210.pdbqt,-7.13,1,,36,0.1981,,0
stage1,rdk_0001918.pdbqt,-9.62,1,,24,0.4010,2.24,0
stage1,rdk_0001455.pdbqt,-7.66,1,,22,0.3483,2.38,0
stage1,rdk_0000781.pdbqt,-6.65,1,,32,0.2078,2.54,0
stage1,rdk_0001556.pdbqt,-7.41,1,,22,0.3366,,0
stage1,rdk_0002048.pdbqt,-8.08,1,,22,0.3675,2.23,0
stage1,rdk_0004470.pdbqt,-9.94,1,,28,0.3551,,0
stage1,rdk_0003736.pdbqt,-6.81,1,,15,0.4543,,0
stage1,rdk_0004775.pdbqt,-5.23,1,,17,0.3075,,0
stage1,rdk_0004219.pdbqt,-7.75,1,,13,0.5961,,0
stage1,rdk_0000282.pdbqt,-7.77,1,,33,0.2354,2.68,0
stage1,rdk_0002027.pdbqt,-7.08,1,,27,0.2623,2.39,0
stage1,rdk_0003529.pdbqt,-7.77,1,,34,0.2285,,0
stage1,rdk_0003717.pdbqt,-7.65,1,,22,0.3476,2.02,0
stage1,rdk_0003686.pdbqt,-9.56,1,,24,0.3983,,0
stage1,rdk_0003133.pdbqt,0.35,1,,68,-0.0051,,0
stage1,rdk_0000963.pdbqt,-8.13,1,,26,0.3129,,0
stage1,rdk_0002621.pdbqt,-4.17,1,,8,0.5218,,0
stage1,rdk_0003104.pdbqt,-9.13,1,,42,0.2174,,0
stage1,rdk_0003785.pdbqt,-9.03,1,,33,0.2738,3.21,0
stage1,rdk_0003385.pdbqt,-6.41,1,,21,0.3051,2.34,0
stage1,rdk_0002152.pdbqt,-6.18,1,,26,0.2377,2.96,0
stage1,rdk_0004865.pdbqt,-8.32,1,,41,0.2029,,0
stage1,rdk_0000942.pdbqt,-7.42,1,,26,0.2856,,0
stage1,rdk_0002094.pdbqt,-7.58,1,,19,0.3988,,0
stage1,rdk_0004152.pdbqt,-8.92,1,,16,0.5575,,0
stage1,rdk_0004010.pdbqt,-6.90,1,,36,0.1917,2.87,0
stage1,rdk_0003111.pdbqt,-8.91,1,,25,0.3564,,0
stage1,rdk_0002200.pdbqt,-7.14,1,,30,0.2379,,0
stage1,rdk_0000587.pdbqt,-8.01,1,,42,0.1908,,0
stage1,rdk_0002505.pdbqt,-6.76,1,,16,0.4228,2.45,0
stage1,rdk_0004851.pdbqt,-9.92,1,,33,0.3005,2.08,0
stage1,rdk_0001350.pdbqt,-7.16,1,,14,0.5117,,0
stage1,rdk_0003412.pdbqt,-7.60,1,,21,0.3617,2.27,0
stage1,rdk_0004676.pdbqt,-6.75,1,,14,0.4820,,0
stage1,rdk_0003759.pdbqt,-5.51,1,,16,0.3444,,0
stage1,rdk_0002827.pdbqt,-5.45,1,,8,0.6807,,0
stage1,rdk_0001474.pdbqt,-7.37,1,,22,0.3350,,0
stage1,rdk_0003183.pdbqt,-7.34,1,,19,0.3865,,0
stage1,rdk_0003583.pdbqt,-7.91,1,,15,0.5270,2.05,0
stage1,rdk_0002448.pdbqt,-5.96,1,,24,0.2481,2.25,0
stage1,rdk_0004051.pdbqt,-6.03,1,,10,0.6026,,0
stage1,rdk_0000666.pdbqt,-9.01,1,,36,0.2503,,0
stage1,rdk_0004870.pdbqt,-8.54,1,,30,0.2847,,0
stage1,rdk_0002406.pdbqt,-7.40,1,,17,0.4354,,0
stage1,rdk_0001577.pdbqt,-6.16,1,,12,0.5132,,0
stage1,rdk_0003336.pdbqt,-6.31,1,,17,0.3712,,0
stage1,rdk_0001653.pdbqt,-7.96,1,,20,0.3978,,0
stage1,rdk_0003080.pdbqt,-7.81,1,,23,0.3397,,0
stage1,rdk_0002427.pdbqt,-6.02,1,,22,0.2735,,0
stage1,rdk_0003433.pdbqt,-9.09,1,,33,0.2753,2.56,0
stage1,rdk_0002848.pdbqt,-7.49,1,,14,0.5346,,0
stage1,rdk_0001489.pdbqt,-8.05,1,,19,0.4237,,0
stage1,rdk_0000163.pdbqt,-7.95,1,,21,0.3786,,0
stage1,rdk_0001711.pdbqt,-9.26,1,,57,0.1625,2.75,0
stage1,rdk_0001814.pdbqt,-7.40,1,,42,0.1762,2.12,0
stage1,rdk_0000247.pdbqt,-6.52,1,,12,0.5432,,0
stage1,rdk_0003378.pdbqt,-6.40,1,,25,0.2558,2.84,0
stage1,rdk_0000647.pdbqt,-6.87,1,,24,0.2861,3.23,0
stage1,rdk_0002494.pdbqt,-6.50,1,,13,0.5001,,0
stage1,rdk_0001939.pdbqt,-9.35,1,,21,0.4454,,0
stage1,rdk_0002997.pdbqt,-8.82,1,,31,0.2845,2.15,0
stage1,rdk_0000228.pdbqt,-7.09,1,,23,0.3083,,0
stage1,rdk_0004687.pdbqt,-5.97,1,,9,0.6629,,0
stage1,rdk_0002469.pdbqt,-7.56,1,,16,0.4723,,0
stage1,rdk_0001177.pdbqt,-7.60,1,,19,0.3998,,0
stage1,rdk_0004354.pdbqt,-8.37,1,,28,0.2989,2.48,0
stage1,rdk_0003012.pdbqt,-8.27,1,,20,0.4133,,0
stage1,rdk_0002105.pdbqt,-8.13,1,,31,0.2622,,0
stage1,rdk_0001074.pdbqt,-7.71,1,,28,0.2753,,0
stage1,rdk_0004451.pdbqt,-8.07,1,,23,0.3510,,0
stage1,rdk_0004384.pdbqt,-8.40,1,,22,0.3820,,0
stage1,rdk_0003953.pdbqt,-6.66,1,,9,0.7396,,0
stage1,rdk_0002109.pdbqt,-8.89,1,,25,0.3555,,0
stage1,rdk_0002788.pdbqt,-8.01,1,,34,0.2356,2.14,0
stage1,rdk_0004032.pdbqt,-3.52,1,,6,0.5862,,0
stage1,rdk_0001085.pdbqt,-4.77,1,,10,0.4771,,0
stage1,rdk_0001089.pdbqt,-5.74,1,,23,0.2497,,0
stage1,rdk_0002006.pdbqt,-6.39,1,,27,0.2366,2.04,0
stage1,rdk_0001768.pdbqt,-7.23,1,,33,0.2191,2.39,0
stage1,rdk_0000744.pdbqt,-7.21,1,,27,0.2671,,0
stage1,rdk_0000441.pdbqt,-8.33,1,,38,0.2191,,0
stage1,rdk_0001855.pdbqt,-6.98,1,,26,0.2685,2.67,0
stage1,rdk_0002597.pdbqt,-7.78,1,,34,0.2289,,0
stage1,rdk_0004388.pdbqt,-9.65,1,,27,0.3575,,0
stage1,rdk_0002924.pdbqt,-7.18,1,,28,0.2564,,0
stage1,rdk_0000266.pdbqt,-8.43,1,,41,0.2055,,0
stage1,rdk_0001586.pdbqt,-7.88,1,,18,0.4376,2.03,0
stage1,rdk_0000403.pdbqt,-7.22,1,,23,0.3141,,0
stage1,rdk_0002600.pdbqt,-7.77,1,,27,0.2877,3.46,0
stage1,rdk_0003639.pdbqt,-7.90,1,,19,0.4159,,0
stage1,rdk_0002741.pdbqt,-8.43,1,,20,0.4213,,0
stage1,rdk_0000460.pdbqt,-7.76,1,,32,0.2424,,0
stage1,rdk_0002869.pdbqt,-7.68,1,,33,0.2327,2.52,0
stage1,rdk_0001771.pdbqt,-6.56,1,,31,0.2115,2.42,0
stage1,rdk_0002498.pdbqt,-6.16,1,,12,0.5129,,0
stage1,rdk_0004531.pdbqt,-10.72,1,,23,0.4660,,0
stage1,rdk_0003355.pdbqt,-8.75,1,,22,0.3978,,0
stage1,rdk_0002722.pdbqt,-7.71,1,,33,0.2337,,0
stage1,rdk_0001518.pdbqt,-8.28,1,,28,0.2958,2.75,0
stage1,rdk_0003239.pdbqt,-8.56,1,,14,0.6113,,0
stage1,rdk_0002292.pdbqt,-7.28,1,,37,0.1966,2.03,0
stage1,rdk_0002642.pdbqt,-7.19,1,,10,0.7187,,0
stage1,rdk_0000491.pdbqt,-4.84,1,,12,0.4033,2.16,0
stage1,rdk_0003662.pdbqt,-7.23,1,,32,0.2261,,0
stage1,rdk_0000209.pdbqt,-7.29,1,,36,0.2024,,0
stage1,rdk_0001101.pdbqt,-9.43,1,,47,0.2006,,0
stage1,rdk_0001364.pdbqt,-8.64,1,,44,0.1963,2.78,0
stage1,rdk_0001935.pdbqt,-7.94,1,,24,0.3310,,0
stage1,rdk_0000592.pdbqt,-8.68,1,,22,0.3944,,0
stage1,rdk_0003071.pdbqt,-5.73,1,,25,0.2291,2.40,0
stage1,rdk_0004215.pdbqt,-3.52,1,,6,0.5860,,0
stage1,rdk_0004638.pdbqt,-9.82,1,,34,0.2890,2.30,0
stage1,rdk_0002465.pdbqt,-6.84,1,,16,0.4273,2.67,0
stage1,rdk_0004924.pdbqt,-8.95,1,,42,0.2132,2.58,0
stage1,rdk_0001417.pdbqt,-6.59,1,,19,0.3467,,0
stage1,rdk_0002065.pdbqt,-5.76,1,,14,0.4114,,0
stage1,rdk_0004716.pdbqt,-4.98,1,,10,0.4984,,0
stage1,rdk_0004784.pdbqt,-5.91,1,,11,0.5373,,0
stage1,rdk_0001514.pdbqt,-7.99,1,,23,0.3474,,0
stage1,rdk_0000798.pdbqt,-7.32,1,,27,0.2711,2.76,0
stage1,rdk_0002509.pdbqt,-7.73,1,,17,0.4549,,0
stage1,rdk_0003635.pdbqt,-7.18,1,,28,0.2563,2.59,0
stage1,rdk_0000682.pdbqt,-5.98,1,,34,0.1758,2.98,0
stage1,rdk_0004813.pdbqt,-8.88,1,,19,0.4674,2.65,0
stage1,rdk_0001017.pdbqt,-7.83,1,,28,0.2797,,0
stage1,rdk_0000091.pdbqt,-6.27,1,,19,0.3301,2.13,0
stage1,rdk_0001956.pdbqt,-7.74,1,,25,0.3096,,0
stage1,rdk_0002703.pdbqt,-8.95,1,,36,0.2486,2.80,0
stage1,rdk_0004552.pdbqt,-6.84,1,,29,0.2360,,0
stage1,rdk_0001630.pdbqt,-7.92,1,,21,0.3770,,0
stage1,rdk_0000348.pdbqt,-5.82,1,,17,0.3421,,0
stage1,rdk_0001795.pdbqt,-7.15,1,,33,0.2168,2.31,0
stage1,rdk_0003908.pdbqt,-8.67,1,,40,0.2167,2.96,0
stage1,rdk_0004427.pdbqt,-7.92,1,,39,0.2032,3.20,0
stage1,rdk_0001333.pdbqt,-7.34,1,,26,0.2822,,0
stage1,rdk_0002322.pdbqt,-9.29,1,,37,0.2511,,0
stage1,rdk_0004375.pdbqt,-7.22,1,,28,0.2578,2.35,0
stage1,rdk_0002242.pdbqt,-7.93,1,,31,0.2558,,0
stage1,rdk_0000841.pdbqt,-6.02,1,,22,0.2735,,0
stage1,rdk_0001036.pdbqt,-8.30,1,,22,0.3773,,0
stage1,rdk_0003850.pdbqt,-5.79,1,,11,0.5263,,0
stage1,rdk_0004013.pdbqt,-5.94,1,,11,0.5400,,0
stage1,rdk_0004287.pdbqt,-6.42,1,,20,0.3208,,0
stage1,rdk_0004379.pdbqt,-9.42,1,,27,0.3490,3.07,0
stage1,rdk_0000938.pdbqt,-7.73,1,,44,0.1756,3.26,0
stage1,rdk_0000921.pdbqt,-7.28,1,,20,0.3639,,0
