stage,ligand,score,valid,reason,heavy_atoms,le,self_rmsd,pains_flag
stage1,rdk_0001007.pdbqt,-8.04,1,,30,0.2680,2.46,0
stage1,rdk_0001049.pdbqt,-6.16,1,,25,0.2464,2.01,0
stage1,rdk_0004647.pdbqt,-8.71,1,,17,0.5121,,0
stage1,rdk_0003768.pdbqt,-7.23,1,,12,0.6024,,0
stage1,rdk_0003364.pdbqt,-6.06,1,,25,0.2423,2.11,0
stage1,rdk_0000813.pdbqt,-8.54,1,,27,0.3164,2.91,0
stage1,rdk_0001702.pdbqt,-6.49,1,,25,0.2596,2.21,0
stage1,rdk_0004163.pdbqt,-6.20,1,,11,0.5636,,0
stage1,rdk_0002879.pdbqt,-7.16,1,,21,0.3409,2.13,0
stage1,rdk_0001908.pdbqt,-6.96,1,,23,0.3027,3.14,0
stage1,rdk_0001146.pdbqt,-7.39,1,,21,0.3520,,0
stage1,rdk_0000775.pdbqt,-7.37,1,,30,0.2458,,0
stage1,rdk_0001262.pdbqt,-7.64,1,,17,0.4492,2.12,0
stage1,rdk_0003696.pdbqt,-6.85,1,,18,0.3805,,0
stage1,rdk_0004297.pdbqt,-12.58,1,,39,0.3226,2.60,0
stage1,rdk_0001967.pdbqt,-7.64,1,,27,0.2828,,0
stage1,rdk_0001996.pdbqt,-6.58,1,,26,0.2532,,0
stage1,rdk_0003901.pdbqt,-7.68,1,,27,0.2844,,0
stage1,rdk_0001864.pdbqt,-7.58,1,,13,0.5832,,0
stage1,rdk_0001601.pdbqt,-7.88,1,,25,0.3154,3.31,0
stage1,rdk_0002058.pdbqt,-5.66,1,,12,0.4717,,0
stage1,rdk_0002610.pdbqt,-7.12,1,,16,0.4451,,0
stage1,rdk_0000388.pdbqt,-5.84,1,,14,0.4173,,0
stage1,rdk_0000676.pdbqt,-5.38,1,,10,0.5377,,0
stage1,rdk_0001445.pdbqt,-6.89,1,,23,0.2994,,0
stage1,rdk_0001899.pdbqt,-3.87,1,,8,0.4838,,0
stage1,rdk_0003296.pdbqt,-6.54,1,,22,0.2971,,0
stage1,rdk_0001662.pdbqt,-7.36,1,,18,0.4090,,0
stage1,rdk_0002837.pdbqt,-6.02,1,,9,0.6684,,0
stage1,rdk_0002381.pdbqt,-5.72,1,,13,0.4402,,0
stage1,rdk_0004247.pdbqt,-10.07,1,,22,0.4577,,0
stage1,rdk_0003661.pdbqt,-2.77,1,,67,0.0413,2.20,0
stage1,rdk_0003890.pdbqt,-6.97,1,,23,0.3031,2.14,0
stage1,rdk_0002037.pdbqt,-6.50,1,,20,0.3252,2.18,0
stage1,rdk_0003802.pdbqt,-9.00,1,,17,0.5294,,0
stage1,rdk_0003023.pdbqt,-7.79,1,,21,0.3708,,0
stage1,rdk_0004563.pdbqt,-7.15,1,,27,0.2648,,0
stage1,rdk_0002732.pdbqt,-7.09,1,,11,0.6442,,0
stage1,rdk_0002682.pdbqt,-7.04,1,,16,0.4399,,0
stage1,rdk_0004403.pdbqt,-9.32,1,,33,0.2825,3.21,0
stage1,rdk_0003008.pdbqt,-9.07,1,,62,0.1463,3.67,0
stage1,rdk_0002534.pdbqt,-7.42,1,,18,0.4123,,0
stage1,rdk_0004500.pdbqt,-8.53,1,,36,0.2371,3.50,0
stage1,rdk_0003795.pdbqt,-8.87,1,,24,0.3695,,0
stage1,rdk_0002781.pdbqt,-7.00,1,,27,0.2594,,0
stage1,rdk_0004841.pdbqt,-7.43,1,,24,0.3098,2.39,0
stage1,rdk_0004041.pdbqt,-5.73,1,,12,0.4777,,0
stage1,rdk_0003435.pdbqt,-7.29,1,,39,0.1869,3.16,0
stage1,rdk_0004744.pdbqt,-8.02,1,,34,0.2360,,0
stage1,rdk_0001340.pdbqt,-6.99,1,,19,0.3678,,0
stage1,rdk_0002416.pdbqt,-7.26,1,,17,0.4268,,0
stage1,rdk_0000619.pdbqt,-7.97,1,,30,0.2655,,0
stage1,rdk_0002484.pdbqt,-6.68,1,,11,0.6075,,0
stage1,rdk_0004921.pdbqt,-9.43,1,,34,0.2774,2.26,0
stage1,rdk_0000754.pdbqt,-4.72,1,,9,0.5244,,0
stage1,rdk_0002987.pdbqt,-8.35,1,,25,0.3338,,0
stage1,rdk_0000784.pdbqt,-6.97,1,,32,0.2177,,0
stage1,rdk_0003423.pdbqt,-8.54,1,,22,0.3880,2.40,0
stage1,rdk_0004205.pdbqt,-6.96,1,,35,0.1990,4.03,0
stage1,rdk_0004228.pdbqt,-10.12,1,,24,0.4216,,0
stage1,rdk_0001643.pdbqt,-7.38,1,,21,0.3513,,0
stage1,rdk_0003994.pdbqt,-7.95,1,,48,0.1656,2.43,0
stage1,rdk_0001546.pdbqt,-7.14,1,,25,0.2857,2.42,0
stage1,rdk_0002479.pdbqt,-8.91,1,,16,0.5567,,0
stage1,rdk_0002437.pdbqt,-7.49,1,,30,0.2496,2.56,0
stage1,rdk_0002313.pdbqt,-7.23,1,,26,0.2780,,0
stage1,rdk_0004460.pdbqt,-8.09,1,,28,0.2891,2.19,0
stage1,rdk_0004666.pdbqt,-5.05,1,,14,0.3604,2.11,0
stage1,rdk_0000851.pdbqt,-7.39,1,,22,0.3358,,0
stage1,rdk_0001929.pdbqt,-7.70,1,,14,0.5501,,0
stage1,rdk_0003204.pdbqt,-7.83,1,,32,0.2447,,0
stage1,rdk_0000470.pdbqt,-7.59,1,,23,0.3300,,0
stage1,rdk_0002115.pdbqt,-8.05,1,,27,0.2981,,0
stage1,rdk_0000276.pdbqt,-7.06,1,,30,0.2355,,0
stage1,rdk_0002134.pdbqt,-7.79,1,,30,0.2598,,0
stage1,rdk_0002587.pdbqt,-5.91,1,,11,0.5375,,0
stage1,rdk_0001064.pdbqt,-7.41,1,,26,0.2851,2.78,0
stage1,rdk_0000552.pdbqt,-8.15,1,,28,0.2912,,0
stage1,rdk_0003090.pdbqt,-8.60,1,,26,0.3308,2.27,0
stage1,rdk_0003593.pdbqt,-7.12,1,,24,0.2967,2.44,0
stage1,rdk_0001567.pdbqt,-6.80,1,,25,0.2722,2.37,0
stage1,rdk_0001129.pdbqt,-7.92,1,,25,0.3166,2.24,0
stage1,rdk_0000219.pdbqt,-7.85,1,,36,0.2181,,0
stage1,rdk_0000051.pdbqt,-7.78,1,,23,0.3383,2.79,0
stage1,rdk_0002282.pdbqt,-6.68,1,,28,0.2386,,0
stage1,rdk_0002210.pdbqt,-8.04,1,,36,0.2232,,0
stage1,rdk_0003726.pdbqt,-7.32,1,,15,0.4879,,0
stage1,rdk_0002631.pdbqt,-5.68,1,,10,0.5676,,0
stage1,rdk_0000287.pdbqt,-6.64,1,,30,0.2213,2.01,0
stage1,rdk_0000238.pdbqt,-7.62,1,,27,0.2821,2.70,0
stage1,rdk_0004327.pdbqt,-9.01,1,,42,0.2145,,0
stage1,rdk_0003585.pdbqt,-8.62,1,,47,0.1835,3.16,0
stage1,rdk_0000573.pdbqt,-8.63,1,,22,0.3922,,0
stage1,rdk_0002187.pdbqt,-7.92,1,,29,0.2733,,0
stage1,rdk_0003002.pdbqt,-9.43,1,,28,0.3367,2.34,0
stage1,rdk_0000354.pdbqt,-5.12,1,,14,0.3657,2.03,0
stage1,rdk_0004266.pdbqt,-9.34,1,,16,0.5836,,0
stage1,rdk_0004798.pdbqt,-5.43,1,,9,0.6036,,0
stage1,rdk_0001946.pdbqt,-9.01,1,,29,0.3108,2.36,0
stage1,rdk_0004609.pdbqt,-8.22,1,,21,0.3914,,0
stage1,rdk_0000070.pdbqt,-6.84,1,,21,0.3259,2.22,0
stage1,rdk_0000638.pdbqt,-8.27,1,,23,0.3597,,0
stage1,rdk_0003307.pdbqt,-10.82,1,,36,0.3006,2.63,0
stage1,rdk_0002858.pdbqt,-6.94,1,,23,0.3018,2.42,0
stage1,rdk_0000215.pdbqt,-7.87,1,,37,0.2128,,0
stage1,rdk_0001499.pdbqt,-7.34,1,,21,0.3496,,0
stage1,rdk_0000316.pdbqt,-7.73,1,,37,0.2088,2.57,0
stage1,rdk_0003749.pdbqt,-6.45,1,,13,0.4963,,0
stage1,rdk_0004628.pdbqt,-9.22,1,,29,0.3178,2.31,0
stage1,rdk_0001807.pdbqt,-9.62,1,,47,0.2047,,0
stage1,rdk_0004860.pdbqt,-7.55,1,,13,0.5812,,0
stage1,rdk_0003920.pdbqt,-7.57,1,,29,0.2611,,0
stage1,rdk_0003225.pdbqt,-7.70,1,,26,0.2960,2.36,0
stage1,rdk_0001108.pdbqt,-7.08,1,,22,0.3219,2.29,0
stage1,rdk_0003101.pdbqt,-8.06,1,,24,0.3357,2.32,0
stage1,rdk_0001508.pdbqt,-7.35,1,,25,0.2938,2.49,0
stage1,rdk_0000657.pdbqt,-6.82,1,,27,0.2527,,0
stage1,rdk_0004348.pdbqt,-10.43,1,,39,0.2673,3.72,0
stage1,rdk_0002515.pdbqt,-7.56,1,,17,0.4446,,0
stage1,rdk_0002140.pdbqt,-7.74,1,,22,0.3518,,0
stage1,rdk_0000375.pdbqt,-8.17,1,,35,0.2335,,0
stage1,rdk_0004936.pdbqt,-7.32,1,,14,0.5226,,0
stage1,rdk_0002016.pdbqt,-7.54,1,,24,0.3141,2.08,0
stage1,rdk_0003038.pdbqt,-7.55,1,,23,0.3283,,0
stage1,rdk_0003490.pdbqt,-8.98,1,,24,0.3742,,0
stage1,rdk_0003120.pdbqt,-8.92,1,,31,0.2876,,0
stage1,rdk_0002443.pdbqt,-7.16,1,,23,0.3111,,0
stage1,rdk_0002231.pdbqt,-7.18,1,,34,0.2113,,0
stage1,rdk_0004633.pdbqt,-7.09,1,,15,0.4725,,0
stage1,rdk_0000793.pdbqt,-5.86,1,,14,0.4187,,0
stage1,rdk_0003368.pdbqt,-8.92,1,,30,0.2974,2.16,0
stage1,rdk_0001532.pdbqt,-7.76,1,,24,0.3235,,0
stage1,rdk_0004330.pdbqt,-8.00,1,,27,0.2961,,0
stage1,rdk_0000149.pdbqt,-7.62,1,,24,0.3176,,0
stage1,rdk_0002976.pdbqt,-8.75,1,,42,0.2082,,0
stage1,rdk_0000973.pdbqt,-7.16,1,,28,0.2558,2.39,0
stage1,rdk_0000126.pdbqt,-8.49,1,,22,0.3858,,0
stage1,rdk_0002332.pdbqt,-9.68,1,,31,0.3124,2.36,0
stage1,rdk_0000425.pdbqt,-8.58,1,,26,0.3299,,0
stage1,rdk_0000257.pdbqt,-8.04,1,,30,0.2680,2.59,0
stage1,rdk_0001167.pdbqt,-6.88,1,,23,0.2993,,0
stage1,rdk_0003402.pdbqt,-6.68,1,,26,0.2568,2.65,0
stage1,rdk_0002079.pdbqt,-7.37,1,,27,0.2731,,0
stage1,rdk_0003773.pdbqt,-5.76,1,,11,0.5235,,0
stage1,rdk_0001387.pdbqt,-9.89,1,,23,0.4302,,0
stage1,rdk_0004365.pdbqt,-8.10,1,,31,0.2613,2.72,0
stage1,rdk_0001679.pdbqt,-5.96,1,,19,0.3138,,0
stage1,rdk_0001913.pdbqt,-7.77,1,,21,0.3700,,0
stage1,rdk_0001684.pdbqt,-7.38,1,,16,0.4613,2.00,0
stage1,rdk_0001464.pdbqt,-8.27,1,,22,0.3760,2.05,0
stage1,rdk_0002264.pdbqt,-7.56,1,,28,0.2701,,0
stage1,rdk_0000202.pdbqt,-7.15,1,,28,0.2553,,0
stage1,rdk_0001243.pdbqt,-7.92,1,,23,0.3443,2.52,0
stage1,rdk_0000952.pdbqt,-8.14,1,,33,0.2467,,0
stage1,rdk_0001315.pdbqt,-6.26,1,,19,0.3296,2.12,0
stage1,rdk_0001981.pdbqt,-6.18,1,,14,0.4411,,0
stage1,rdk_0000896.pdbqt,-8.56,1,,26,0.3292,2.69,0
stage1,rdk_0003993.pdbqt,-6.63,1,,24,0.2764,2.56,0
stage1,rdk_0001284.pdbqt,-6.41,1,,11,0.5823,,0
stage1,rdk_0001616.pdbqt,-8.22,1,,45,0.1827,,0
stage1,rdk_0004441.pdbqt,-8.45,1,,34,0.2486,,0
stage1,rdk_0003670.pdbqt,-7.16,1,,28,0.2558,2.30,0
stage1,rdk_0004578.pdbqt,-6.89,1,,24,0.2870,,0
stage1,rdk_0001279.pdbqt,-4.99,1,,10,0.4985,,0
stage1,rdk_0003554.pdbqt,-8.23,1,,26,0.3165,,0
stage1,rdk_0002084.pdbqt,-8.23,1,,25,0.3294,,0
stage1,rdk_0003625.pdbqt,-5.25,1,,50,0.1050,,0
stage1,rdk_0001361.pdbqt,-11.01,1,,42,0.2620,2.43,0
stage1,rdk_0002043.pdbqt,-8.47,1,,23,0.3682,,0
stage1,rdk_0001790.pdbqt,-7.34,1,,33,0.2224,2.06,0
stage1,rdk_0002540.pdbqt,-7.33,1,,14,0.5236,,0
stage1,rdk_0004730.pdbqt,-6.82,1,,14,0.4871,,0
stage1,rdk_0003876.pdbqt,-7.99,1,,31,0.2578,,0
stage1,rdk_0003373.pdbqt,-6.95,1,,25,0.2779,,0
stage1,rdk_0000173.pdbqt,-6.01,1,,28,0.2145,,0
stage1,rdk_0000788.pdbqt,-7.53,1,,36,0.2091,2.74,0
stage1,rdk_0000701.pdbqt,-8.05,1,,22,0.3660,2.27,0
stage1,rdk_0003057.pdbqt,-7.68,1,,29,0.2650,2.10,0
stage1,rdk_0002767.pdbqt,-5.80,1,,21,0.2761,2.11,0
stage1,rdk_0002367.pdbqt,-5.14,1,,9,0.5717,,0
stage1,rdk_0002664.pdbqt,-6.45,1,,13,0.4964,,0
stage1,rdk_0000907.pdbqt,-8.95,1,,24,0.3730,2.50,0
stage1,rdk_0003520.pdbqt,-8.37,1,,35,0.2391,2.51,0
stage1,rdk_0004517.pdbqt,-9.30,1,,33,0.2818,2.28,0
stage1,rdk_0001431.pdbqt,-6.63,1,,17,0.3903,,0
stage1,rdk_0003438.pdbqt,-8.79,1,,20,0.4396,,0
stage1,rdk_0002961.pdbqt,-8.67,1,,18,0.4816,,0
stage1,rdk_0004117.pdbqt,-7.00,1,,17,0.4115,,0
stage1,rdk_0001581.pdbqt,-9.01,1,,20,0.4505,,0
stage1,rdk_0004585.pdbqt,-12.16,1,,33,0.3685,,0
stage1,rdk_0000870.pdbqt,-10.77,1,,44,0.2447,,0
stage1,rdk_0002708.pdbqt,-9.11,1,,30,0.3037,2.49,0
stage1,rdk_0004233.pdbqt,-6.93,1,,25,0.2772,,0
stage1,rdk_0002934.pdbqt,-7.74,1,,33,0.2344,2.56,0
stage1,rdk_0000804.pdbqt,-8.30,1,,35,0.2372,,0
stage1,rdk_0003270.pdbqt,-4.33,1,,46,0.0942,,0
stage1,rdk_0000968.pdbqt,-7.23,1,,24,0.3013,2.78,0
stage1,rdk_0001658.pdbqt,-6.15,1,,18,0.3414,,0
stage1,rdk_0003326.pdbqt,-9.29,1,,39,0.2383,2.11,0
stage1,rdk_0000404.pdbqt,-7.11,1,,23,0.3089,,0
stage1,rdk_0002299.pdbqt,-8.27,1,,36,0.2298,,0
stage1,rdk_0001132.pdbqt,-8.34,1,,20,0.4172,2.19,0
stage1,rdk_0001756.pdbqt,-9.07,1,,52,0.1743,4.68,0
stage1,rdk_0004835.pdbqt,-9.50,1,,29,0.3276,2.11,0
stage1,rdk_0000602.pdbqt,-8.22,1,,28,0.2936,2.07,0
stage1,rdk_0003588.pdbqt,-8.27,1,,26,0.3179,,0
stage1,rdk_0004559.pdbqt,-8.56,1,,27,0.3171,,0
stage1,rdk_0003604.pdbqt,-6.77,1,,33,0.2050,2.45,0
stage1,rdk_0002462.pdbqt,-8.35,1,,18,0.4637,,0
stage1,rdk_0000825.pdbqt,-7.41,1,,25,0.2965,,0
stage1,rdk_0000690.pdbqt,-6.83,1,,22,0.3105,3.46,0
stage1,rdk_0004086.pdbqt,-8.90,1,,29,0.3070,3.83,0
stage1,rdk_0004035.pdbqt,-4.59,1,,8,0.5743,,0
stage1,rdk_0004680.pdbqt,-8.93,1,,21,0.4250,2.34,0
stage1,rdk_0003076.pdbqt,-8.17,1,,25,0.3266,,0
stage1,rdk_0000549.pdbqt,-7.57,1,,28,0.2703,,0
stage1,rdk_0003154.pdbqt,-9.61,1,,32,0.3003,2.91,0
stage1,rdk_0001637.pdbqt,-6.44,1,,20,0.3219,,0
stage1,rdk_0004612.pdbqt,-10.19,1,,24,0.4247,,0
stage1,rdk_0004486.pdbqt,-7.91,1,,30,0.2636,3.15,0
stage1,rdk_0000393.pdbqt,-6.87,1,,27,0.2544,2.33,0
stage1,rdk_0004373.pdbqt,-9.26,1,,45,0.2058,2.59,0
stage1,rdk_0001882.pdbqt,-8.38,1,,25,0.3352,2.29,0
stage1,rdk_0001513.pdbqt,-8.06,1,,20,0.4031,,0
stage1,rdk_0004185.pdbqt,-8.46,1,,27,0.3134,3.16,0
stage1,rdk_0003707.pdbqt,-8.56,1,,30,0.2852,2.46,0
stage1,rdk_0000290.pdbqt,-7.03,1,,30,0.2344,2.21,0
stage1,rdk_0003352.pdbqt,-8.98,1,,27,0.3325,,0
stage1,rdk_0001216.pdbqt,-6.78,1,,26,0.2607,2.99,0
stage1,rdk_0000526.pdbqt,-7.89,1,,35,0.2255,2.98,0
stage1,rdk_0004588.pdbqt,-9.53,1,,46,0.2072,3.38,0
stage1,rdk_0003975.pdbqt,-7.67,1,,28,0.2739,2.87,0
stage1,rdk_0004536.pdbqt,-10.50,1,,27,0.3890,,0
stage1,rdk_0001237.pdbqt,-8.58,1,,21,0.4088,,0
stage1,rdk_0001113.pdbqt,-7.63,1,,15,0.5087,,0
stage1,rdk_0000720.pdbqt,-6.46,1,,23,0.2810,2.89,0
stage1,rdk_0002746.pdbqt,-6.32,1,,20,0.3158,,0
stage1,rdk_0001739.pdbqt,-9.47,1,,54,0.1754,,0
stage1,rdk_0003575.pdbqt,-7.46,1,,26,0.2870,2.80,0
stage1,rdk_0004711.pdbqt,-9.51,1,,20,0.4754,,0
stage1,rdk_0001334.pdbqt,-8.19,1,,25,0.3276,,0
stage1,rdk_0002308.pdbqt,-7.94,1,,38,0.2088,,0
stage1,rdk_0002062.pdbqt,-6.00,1,,14,0.4286,,0
stage1,rdk_0004549.pdbqt,-5.35,1,,65,0.0824,,0
stage1,rdk_0000107.pdbqt,-7.36,1,,22,0.3347,3.29,0
stage1,rdk_0004383.pdbqt,-6.75,1,,25,0.2698,2.14,0
stage1,rdk_0000568.pdbqt,-10.24,1,,21,0.4876,,0
stage1,rdk_0004414.pdbqt,-10.55,1,,31,0.3404,2.64,0
stage1,rdk_0003954.pdbqt,-7.26,1,,26,0.2794,,0
stage1,rdk_0001410.pdbqt,-7.76,1,,17,0.4567,2.14,0
stage1,rdk_0000195.pdbqt,-9.13,1,,23,0.3972,2.01,0
stage1,rdk_0000096.pdbqt,-7.52,1,,17,0.4423,,0
stage1,rdk_0002245.pdbqt,-7.03,1,,26,0.2705,2.21,0
stage1,rdk_0000995.pdbqt,-7.76,1,,38,0.2042,,0
stage1,rdk_0003501.pdbqt,-9.49,1,,43,0.2206,4.13,0
stage1,rdk_0000595.pdbqt,-7.64,1,,15,0.5097,,0
stage1,rdk_0004435.pdbqt,-7.71,1,,26,0.2965,,0
stage1,rdk_0000168.pdbqt,-7.00,1,,24,0.2917,2.83,0
stage1,rdk_0002645.pdbqt,-7.10,1,,16,0.4438,2.01,0
stage1,rdk_0004783.pdbqt,-4.34,1,,10,0.4344,,0
stage1,rdk_0004280.pdbqt,-9.06,1,,23,0.3937,,0
stage1,rdk_0003251.pdbqt,-8.79,1,,22,0.3996,2.09,0
stage1,rdk_0001482.pdbqt,-7.13,1,,23,0.3100,,0
stage1,rdk_0003651.pdbqt,-7.17,1,,24,0.2986,2.57,0
stage1,rdk_0004818.pdbqt,-6.70,1,,13,0.5156,,0
stage1,rdk_0001010.pdbqt,-8.07,1,,31,0.2605,,0
stage1,rdk_0003419.pdbqt,-8.66,1,,24,0.3607,2.54,0
stage1,rdk_0003752.pdbqt,-7.42,1,,17,0.4368,,0
stage1,rdk_0004886.pdbqt,-7.67,1,,27,0.2843,,0
stage1,rdk_0003175.pdbqt,-6.07,1,,19,0.3194,,0
stage1,rdk_0001258.pdbqt,-7.53,1,,19,0.3961,2.08,0
stage1,rdk_0000496.pdbqt,-8.26,1,,29,0.2847,2.28,0
stage1,rdk_0003857.pdbqt,-5.92,1,,19,0.3117,,0
stage1,rdk_0002093.pdbqt,-8.93,1,,22,0.4059,,0
stage1,rdk_0002590.pdbqt,-5.35,1,,10,0.5346,,0
stage1,rdk_0001718.pdbqt,-6.28,1,,40,0.1569,2.68,0
stage1,rdk_0004136.pdbqt,-6.45,1,,23,0.2802,2.58,0
stage1,rdk_0003193.pdbqt,-9.33,1,,34,0.2745,5.07,0
stage1,rdk_0000926.pdbqt,-7.04,1,,22,0.3202,,0
stage1,rdk_0003188.pdbqt,-7.22,1,,19,0.3803,,0
stage1,rdk_0004178.pdbqt,-7.57,1,,39,0.1942,2.23,0
stage1,rdk_0001082.pdbqt,-8.88,1,,40,0.2219,,0
stage1,rdk_0000623.pdbqt,-6.58,1,,26,0.2532,,0
stage1,rdk_0002649.pdbqt,-3.69,1,,6,0.6148,,0
stage1,rdk_0002626.pdbqt,-3.33,1,,6,0.5553,,0
stage1,rdk_0000640.pdbqt,-5.28,1,,12,0.4398,,0
stage1,rdk_0000223.pdbqt,-7.08,1,,34,0.2082,,0
stage1,rdk_0000564.pdbqt,-8.37,1,,23,0.3641,,0
stage1,rdk_0000004.pdbqt,-8.03,1,,26,0.3087,2.90,0
stage1,rdk_0000301.pdbqt,-7.27,1,,34,0.2137,2.23,0
stage1,rdk_0004212.pdbqt,-8.71,1,,32,0.2720,2.42,0
stage1,rdk_0000067.pdbqt,-8.38,1,,22,0.3808,,0
stage1,rdk_0002502.pdbqt,-8.36,1,,17,0.4919,,0
stage1,rdk_0000320.pdbqt,-6.88,1,,25,0.2752,2.77,0
stage1,rdk_0002561.pdbqt,-10.28,1,,29,0.3545,2.14,0
stage1,rdk_0003019.pdbqt,-9.79,1,,34,0.2878,2.05,0
stage1,rdk_0001181.pdbqt,-11.23,1,,29,0.3871,,0
stage1,rdk_0002161.pdbqt,-8.20,1,,38,0.2158,,0
stage1,rdk_0003127.pdbqt,-8.26,1,,60,0.1377,3.46,0
stage1,rdk_0002329.pdbqt,-8.53,1,,28,0.3046,2.04,0
stage1,rdk_0003184.pdbqt,-6.46,1,,17,0.3802,,0
stage1,rdk_0003838.pdbqt,-6.40,1,,24,0.2668,2.16,0
stage1,rdk_0003958.pdbqt,-7.30,1,,12,0.6085,,0
stage1,rdk_0002346.pdbqt,-7.64,1,,30,0.2547,2.38,0
stage1,rdk_0000599.pdbqt,-8.69,1,,27,0.3217,,0
stage1,rdk_0003457.pdbqt,-9.38,1,,37,0.2536,2.74,0
stage1,rdk_0003487.pdbqt,-9.18,1,,19,0.4829,,0
stage1,rdk_0003731.pdbqt,-9.18,1,,27,0.3401,,0
stage1,rdk_0003988.pdbqt,-6.85,1,,32,0.2141,,0
stage1,rdk_0004917.pdbqt,-7.18,1,,28,0.2565,3.23,0
stage1,rdk_0004159.pdbqt,-9.75,1,,30,0.3251,,0
stage1,rdk_0000945.pdbqt,-8.10,1,,29,0.2793,,0
stage1,rdk_0003349.pdbqt,-7.32,1,,38,0.1926,2.35,0
stage1,rdk_0001473.pdbqt,-9.57,1,,20,0.4783,,0
stage1,rdk_0004877.pdbqt,-8.03,1,,32,0.2508,,0
stage1,rdk_0000829.pdbqt,-9.04,1,,20,0.4521,,0
stage1,rdk_0004271.pdbqt,-7.44,1,,22,0.3383,,0
stage1,rdk_0000025.pdbqt,-8.50,1,,37,0.2298,2.49,0
stage1,rdk_0004671.pdbqt,-8.00,1,,21,0.3809,,0
stage1,rdk_0001357.pdbqt,-8.40,1,,17,0.4942,,0
stage1,rdk_0004372.pdbqt,-5.90,1,,12,0.4914,,0
stage1,rdk_0000949.pdbqt,-7.91,1,,33,0.2398,2.60,0
stage1,rdk_0000408.pdbqt,-7.26,1,,26,0.2791,,0
stage1,rdk_0002725.pdbqt,-6.98,1,,17,0.4104,,0
stage1,rdk_0004555.pdbqt,-10.09,1,,24,0.4203,,0
stage1,rdk_0003579.pdbqt,-7.11,1,,14,0.5079,,0
stage1,rdk_0004814.pdbqt,-6.97,1,,22,0.3169,2.08,0
stage1,rdk_0001099.pdbqt,-9.17,1,,47,0.1951,,0
stage1,rdk_0001932.pdbqt,-7.69,1,,31,0.2480,2.07,0
stage1,rdk_0001849.pdbqt,-8.15,1,,48,0.1698,2.68,0
stage1,rdk_0002226.pdbqt,-7.57,1,,28,0.2703,,0
stage1,rdk_0002820.pdbqt,-7.07,1,,23,0.3074,2.50,0
stage1,rdk_0003015.pdbqt,-9.41,1,,17,0.5535,,0
stage1,rdk_0000743.pdbqt,-6.91,1,,16,0.4321,2.16,0
stage1,rdk_0002940.pdbqt,-8.80,1,,30,0.2934,,0
stage1,rdk_0000008.pdbqt,-7.58,1,,27,0.2807,,0
stage1,rdk_0001073.pdbqt,-6.25,1,,22,0.2843,,0
stage1,rdk_0004439.pdbqt,-6.48,1,,22,0.2946,,0
stage1,rdk_0004039.pdbqt,-3.83,1,,8,0.4788,,0
stage1,rdk_0002249.pdbqt,-7.78,1,,21,0.3706,,0
stage1,rdk_0001151.pdbqt,-5.14,1,,9,0.5714,,0
stage1,rdk_0002493.pdbqt,-8.00,1,,17,0.4704,,0
stage1,rdk_0002001.pdbqt,-7.24,1,,25,0.2897,2.01,0
stage1,rdk_0000164.pdbqt,-7.70,1,,21,0.3668,,0
stage1,rdk_0004398.pdbqt,-9.51,1,,39,0.2437,3.60,0
stage1,rdk_0003281.pdbqt,-6.93,1,,13,0.5328,,0
stage1,rdk_0003179.pdbqt,-9.67,1,,28,0.3454,,0
stage1,rdk_0003584.pdbqt,-8.69,1,,27,0.3219,2.40,0
stage1,rdk_0001170.pdbqt,-6.72,1,,28,0.2399,2.65,0
stage1,rdk_0001852.pdbqt,-8.34,1,,22,0.3790,2.90,0
stage1,rdk_0001570.pdbqt,-8.14,1,,27,0.3016,,0
stage1,rdk_0004155.pdbqt,-8.71,1,,28,0.3109,2.12,0
stage1,rdk_0004174.pdbqt,-7.93,1,,18,0.4405,,0
stage1,rdk_0002304.pdbqt,-8.08,1,,23,0.3515,,0
stage1,rdk_0000199.pdbqt,-7.63,1,,28,0.2725,,0
stage1,rdk_0001254.pdbqt,-7.53,1,,27,0.2790,2.67,0
stage1,rdk_0003937.pdbqt,-7.71,1,,29,0.2660,2.07,0
stage1,rdk_0002523.pdbqt,-6.36,1,,17,0.3740,,0
stage1,rdk_0001275.pdbqt,-6.62,1,,15,0.4410,,0
stage1,rdk_0002190.pdbqt,-7.74,1,,30,0.2581,,0
stage1,rdk_0002902.pdbqt,-7.94,1,,21,0.3781,2.38,0
stage1,rdk_0001338.pdbqt,-8.14,1,,23,0.3541,,0
stage1,rdk_0003782.pdbqt,-8.72,1,,21,0.4152,,0
stage1,rdk_0000661.pdbqt,-7.19,1,,21,0.3424,,0
stage1,rdk_0001452.pdbqt,-7.08,1,,20,0.3538,,0
stage1,rdk_0004839.pdbqt,-6.51,1,,14,0.4649,,0
stage1,rdk_0000964.pdbqt,-6.16,1,,13,0.4742,,0
stage1,rdk_0004189.pdbqt,-8.11,1,,22,0.3685,2.09,0
stage1,rdk_0003815.pdbqt,-4.13,1,,8,0.5168,,0
stage1,rdk_0002668.pdbqt,-5.09,1,,11,0.4629,,0
stage1,rdk_0002607.pdbqt,-8.46,1,,28,0.3021,,0
stage1,rdk_0001831.pdbqt,-9.29,1,,33,0.2814,2.16,0
stage1,rdk_0001031.pdbqt,-8.55,1,,46,0.1859,3.12,0
stage1,rdk_0002695.pdbqt,-6.94,1,,12,0.5780,,0
stage1,rdk_0001951.pdbqt,-6.24,1,,26,0.2401,2.19,0
